,GTFT: 0.33,Cooperator,Tit For Tat,Defector
0,10,10,10,10
1,10,9,10,11
2,10,9,11,10
3,10,10,10,10
4,11,10,10,9
5,11,9,10,10
6,12,9,10,9
7,12,10,9,9
8,13,9,9,9
9,12,9,10,9
10,12,8,11,9
11,11,8,11,10
12,10,9,11,10
13,9,9,11,11
14,9,10,11,10
15,9,10,12,9
16,8,10,12,10
17,8,10,13,9
18,8,9,13,10
19,8,10,13,9
20,8,10,13,9
21,7,10,14,9
22,8,10,14,8
23,7,10,15,8
24,7,11,14,8
25,7,11,15,7
26,7,11,16,6
27,7,11,16,6
28,8,11,15,6
29,8,12,15,5
30,7,13,15,5
31,7,13,15,5
32,7,12,15,6
33,7,12,16,5
34,7,12,15,6
35,7,12,15,6
36,7,12,15,6
37,6,12,15,7
38,6,12,15,7
39,6,12,15,7
40,6,12,15,7
41,7,12,14,7
42,7,12,14,7
43,7,12,14,7
44,7,13,13,7
45,7,12,13,8
46,7,13,12,8
47,7,13,12,8
48,7,13,12,8
49,7,12,13,8
50,8,12,13,7
51,8,12,13,7
52,8,13,13,6
53,8,13,12,7
54,9,12,12,7
55,9,12,11,8
56,9,12,12,7
57,9,13,12,6
58,9,12,13,6
59,9,11,14,6
60,9,11,14,6
61,8,11,15,6
62,9,10,15,6
63,8,10,15,7
64,7,10,16,7
65,7,9,17,7
66,7,9,17,7
67,8,9,17,6
68,8,9,17,6
69,8,10,16,6
70,8,9,17,6
71,8,9,16,7
72,9,9,16,6
73,8,9,17,6
74,8,8,18,6
75,9,7,18,6
76,8,7,18,7
77,7,8,18,7
78,8,8,17,7
79,8,8,17,7
80,8,8,18,6
81,8,8,18,6
82,8,8,18,6
83,8,9,17,6
84,9,9,16,6
85,9,9,16,6
86,10,9,16,5
87,9,9,17,5
88,8,9,17,6
89,8,10,16,6
90,8,10,16,6
91,9,10,16,5
92,8,10,17,5
93,8,9,17,6
94,9,9,17,5
95,9,10,16,5
96,9,11,15,5
97,10,11,14,5
98,10,11,15,4
99,10,11,15,4
100,11,10,15,4
101,11,11,14,4
102,10,11,15,4
103,9,11,16,4
104,10,11,15,4
105,10,12,14,4
106,9,13,14,4
107,9,13,14,4
108,9,12,15,4
109,9,13,15,3
110,9,13,15,3
111,9,14,14,3
112,9,14,14,3
113,9,13,15,3
114,9,13,15,3
115,9,12,15,4
116,9,12,15,4
117,10,11,15,4
118,9,11,16,4
119,10,11,15,4
120,10,11,14,5
121,9,12,14,5
122,9,12,14,5
123,9,12,14,5
124,10,12,13,5
125,10,11,14,5
126,10,11,14,5
127,10,10,15,5
128,10,11,14,5
129,9,12,14,5
130,9,12,14,5
131,8,13,14,5
132,8,12,14,6
133,8,12,14,6
134,8,11,15,6
135,8,10,16,6
136,8,10,15,7
137,9,10,15,6
138,8,10,15,7
139,8,10,15,7
140,8,10,14,8
141,7,11,14,8
142,7,11,14,8
143,7,11,14,8
144,7,10,15,8
145,7,9,16,8
146,8,9,16,7
147,8,8,17,7
148,7,9,17,7
149,7,9,17,7
150,6,10,17,7
151,6,9,18,7
152,7,8,18,7
153,7,8,17,8
154,7,9,16,8
155,6,9,17,8
156,5,9,18,8
157,4,9,19,8
158,4,9,19,8
159,4,8,19,9
160,4,8,20,8
161,4,8,19,9
162,4,8,19,9
163,4,8,19,9
164,4,8,20,8
165,4,8,20,8
166,4,8,20,8
167,4,8,20,8
168,5,8,20,7
169,5,7,21,7
170,5,8,21,6
171,5,8,20,7
172,5,8,20,7
173,5,8,20,7
174,6,8,20,6
175,6,8,20,6
176,6,9,20,5
177,6,10,19,5
178,6,10,19,5
179,7,10,18,5
180,7,10,18,5
181,6,10,19,5
182,6,10,19,5
183,6,9,20,5
184,6,9,20,5
185,6,10,19,5
186,6,11,19,4
187,6,12,19,3
188,6,11,20,3
189,6,12,19,3
190,6,11,20,3
191,6,10,21,3
192,6,11,20,3
193,6,10,20,4
194,6,10,19,5
195,7,10,19,4
196,7,10,19,4
197,7,11,19,3
198,6,12,19,3
199,6,13,18,3
200,5,14,18,3
201,5,14,18,3
202,5,15,17,3
203,5,15,17,3
204,5,15,17,3
205,5,15,17,3
206,5,15,18,2
207,5,15,18,2
208,5,16,17,2
209,5,16,17,2
210,6,16,16,2
211,6,16,15,3
212,6,16,15,3
213,6,16,14,4
214,7,16,14,3
215,6,17,14,3
216,6,16,15,3
217,6,16,15,3
218,6,16,15,3
219,6,16,15,3
220,5,16,15,4
221,6,15,15,4
222,6,15,16,3
223,7,15,15,3
224,6,15,16,3
225,6,15,15,4
226,6,15,15,4
227,6,14,15,5
228,6,14,15,5
229,6,14,15,5
230,6,14,15,5
231,5,14,16,5
232,4,14,17,5
233,4,14,17,5
234,4,14,17,5
235,4,14,17,5
236,4,13,18,5
237,4,13,18,5
238,4,12,18,6
239,4,11,19,6
240,4,11,19,6
241,4,10,20,6
242,4,10,20,6
243,4,11,19,6
244,3,11,19,7
245,3,11,18,8
246,3,11,19,7
247,3,11,19,7
248,3,12,18,7
249,3,12,18,7
250,3,12,18,7
251,3,13,17,7
252,3,13,16,8
253,3,13,16,8
254,3,12,17,8
255,3,13,16,8
256,3,12,16,9
257,3,12,16,9
258,3,11,17,9
259,4,10,17,9
260,4,9,17,10
261,4,10,17,9
262,5,10,16,9
263,6,10,15,9
264,7,9,15,9
265,6,9,15,10
266,6,9,15,10
267,6,9,15,10
268,6,9,15,10
269,6,9,15,10
270,5,9,16,10
271,5,9,17,9
272,5,8,17,10
273,5,8,17,10
274,5,8,18,9
275,5,8,18,9
276,4,8,18,10
277,4,8,17,11
278,3,8,18,11
279,3,8,18,11
280,2,8,19,11
281,1,9,19,11
282,1,9,20,10
283,1,9,21,9
284,1,9,20,10
285,1,9,20,10
286,1,10,19,10
287,1,10,20,9
288,1,11,19,9
289,1,11,19,9
290,1,11,19,9
291,1,11,19,9
292,1,11,19,9
293,1,10,20,9
294,1,9,21,9
295,1,8,22,9
296,1,8,22,9
297,1,8,23,8
298,1,8,23,8
299,1,9,23,7
300,1,10,22,7
301,1,10,22,7
302,1,9,23,7
303,1,8,24,7
304,1,8,24,7
305,1,8,24,7
306,1,8,24,7
307,1,8,24,7
308,1,8,23,8
309,1,8,22,9
310,1,9,21,9
311,1,8,21,10
312,1,8,22,9
313,1,8,23,8
314,1,9,23,7
315,1,8,24,7
316,1,7,25,7
317,1,6,26,7
318,1,6,26,7
319,1,6,26,7
320,1,6,26,7
321,1,6,26,7
322,1,6,27,6
323,1,6,27,6
324,1,6,27,6
325,1,5,28,6
326,1,5,28,6
327,1,5,27,7
328,1,5,28,6
329,1,5,27,7
330,1,5,28,6
331,1,5,27,7
332,1,5,26,8
333,1,5,26,8
334,1,5,26,8
335,1,5,25,9
336,1,5,25,9
337,1,5,24,10
338,1,5,24,10
339,1,5,25,9
340,1,5,26,8
341,1,5,27,7
342,1,5,28,6
343,0,5,29,6
344,0,5,29,6
345,0,6,28,6
346,0,6,28,6
347,0,7,27,6
348,1,7,26,6
349,1,7,26,6
350,0,7,27,6
351,0,7,27,6
352,0,7,26,7
353,0,7,26,7
354,0,6,27,7
355,0,6,27,7
