,GTFT: 0.33,Defector,Tit For Tat,Cooperator
0,10,10,10,10
1,11,9,10,10
2,11,9,11,9
3,10,10,11,9
4,10,11,11,8
5,10,11,11,8
6,10,12,10,8
7,10,12,10,8
8,10,11,10,9
9,10,11,10,9
10,9,12,10,9
11,9,13,10,8
12,8,14,10,8
13,8,15,9,8
14,8,15,9,8
15,8,16,8,8
16,8,16,8,8
17,8,17,8,7
18,8,16,8,8
19,7,16,9,8
20,7,17,8,8
21,7,17,8,8
22,8,16,8,8
23,8,15,8,9
24,9,14,8,9
25,10,13,8,9
26,10,12,9,9
27,11,11,9,9
28,10,11,10,9
29,10,11,10,9
30,10,11,11,8
31,10,10,12,8
32,11,10,11,8
33,11,10,11,8
34,11,9,12,8
35,11,9,12,8
36,12,9,12,7
37,13,8,12,7
38,14,7,12,7
39,13,8,12,7
40,14,8,12,6
41,15,8,11,6
42,14,9,11,6
43,14,9,12,5
44,14,8,13,5
45,14,9,12,5
46,14,9,12,5
47,14,9,12,5
48,14,9,12,5
49,15,9,12,4
50,16,9,12,3
51,16,9,12,3
52,16,9,12,3
53,16,9,12,3
54,16,9,12,3
55,16,9,12,3
56,15,9,13,3
57,15,10,12,3
58,14,10,12,4
59,15,9,12,4
60,16,8,12,4
61,16,9,11,4
62,17,9,10,4
63,18,8,10,4
64,18,9,10,3
65,19,8,10,3
66,20,8,9,3
67,20,8,9,3
68,20,8,9,3
69,20,8,9,3
70,20,8,8,4
71,21,7,8,4
72,21,7,9,3
73,21,7,9,3
74,22,6,9,3
75,22,6,9,3
76,22,6,9,3
77,22,6,9,3
78,21,6,10,3
79,21,6,10,3
80,20,7,10,3
81,19,7,11,3
82,18,7,12,3
83,19,7,11,3
84,19,7,11,3
85,18,7,12,3
86,19,7,12,2
87,18,8,12,2
88,19,8,12,1
89,19,8,12,1
90,19,8,12,1
91,18,8,13,1
92,18,8,13,1
93,19,8,12,1
94,19,7,13,1
95,19,7,13,1
96,20,6,13,1
97,21,5,13,1
98,22,5,12,1
99,23,5,11,1
100,23,5,11,1
101,23,5,11,1
102,23,5,11,1
103,22,5,12,1
104,22,4,13,1
105,23,3,13,1
106,22,3,13,2
107,22,3,13,2
108,21,3,13,3
109,21,3,13,3
110,20,3,14,3
111,21,3,14,2
112,21,3,14,2
113,21,3,14,2
114,22,3,13,2
115,22,3,13,2
116,21,3,14,2
117,21,3,14,2
118,20,4,14,2
119,20,4,14,2
120,20,4,14,2
121,19,4,15,2
122,20,4,15,1
123,21,4,14,1
124,21,4,14,1
125,21,4,14,1
126,22,4,13,1
127,21,4,14,1
128,21,4,13,2
129,21,4,13,2
130,22,4,13,1
131,22,4,13,1
132,22,4,12,2
133,22,4,12,2
134,22,4,12,2
135,22,4,12,2
136,21,4,12,3
137,20,5,12,3
138,20,6,11,3
139,19,7,11,3
140,18,7,11,4
141,18,7,10,5
142,18,7,10,5
143,18,6,11,5
144,19,5,11,5
