,GTFT: 0.33,Cooperator,Tit For Tat,Defector
0,10,10,10,10
1,10,10,9,11
2,9,10,9,12
3,9,10,9,12
4,8,11,9,12
5,8,11,8,13
6,8,11,8,13
7,8,12,8,12
8,9,11,8,12
9,9,10,8,13
10,9,9,8,14
11,9,9,7,15
12,9,9,7,15
13,10,9,6,15
14,10,9,5,16
15,10,10,4,16
16,10,9,4,17
17,9,9,4,18
18,8,9,4,19
19,8,9,4,19
20,8,9,4,19
21,8,9,4,19
22,9,8,4,19
23,10,7,4,19
24,10,6,4,20
25,10,6,3,21
26,10,5,3,22
27,10,5,3,22
28,10,4,3,23
29,10,4,3,23
30,11,4,3,22
31,10,4,3,23
32,10,4,3,23
33,10,4,3,23
34,10,4,3,23
35,11,4,3,22
36,11,4,3,22
37,11,4,3,22
38,11,4,3,22
39,10,4,3,23
40,9,4,3,24
41,8,4,3,25
42,8,4,2,26
43,8,4,2,26
44,8,3,2,27
45,8,3,2,27
46,9,3,2,26
47,9,3,2,26
48,9,2,2,27
49,10,2,2,26
50,10,2,2,26
51,9,2,3,26
52,9,2,3,26
53,8,2,3,27
54,7,2,3,28
55,7,1,3,29
56,7,1,3,29
57,6,1,3,30
58,6,1,3,30
59,6,1,4,29
60,6,1,3,30
61,5,1,3,31
62,5,1,3,31
63,5,1,3,31
64,6,1,3,30
65,6,1,4,29
66,6,1,4,29
67,7,1,4,28
68,7,1,4,28
69,7,1,4,28
70,8,1,3,28
71,8,1,3,28
72,8,1,3,28
73,8,1,4,27
74,7,1,5,27
75,7,1,6,26
76,7,1,6,26
77,7,0,6,27
78,7,0,6,27
79,8,0,6,26
80,8,1,6,25
81,8,1,6,25
82,8,1,6,25
83,8,1,6,25
84,7,1,6,26
85,7,0,6,27
86,7,0,6,27
87,8,0,6,26
88,9,0,6,25
89,9,0,5,26
90,10,0,5,25
91,10,0,5,25
92,9,0,5,26
93,9,0,5,26
94,9,0,5,26
95,9,0,5,26
96,9,0,5,26
97,8,0,5,27
98,7,0,6,27
99,7,0,5,28
100,7,0,5,28
101,7,0,5,28
102,7,0,6,27
103,7,1,6,26
104,7,1,6,26
105,7,1,5,27
106,7,1,4,28
107,8,0,4,28
108,8,0,4,28
109,8,0,4,28
110,7,0,4,29
111,7,0,4,29
112,6,0,5,29
113,6,0,5,29
114,6,0,5,29
115,7,0,5,28
116,7,0,5,28
117,8,0,5,27
118,8,0,4,28
119,7,0,4,29
120,7,0,4,29
121,6,0,4,30
122,6,0,3,31
123,6,0,3,31
124,5,0,4,31
125,5,0,5,30
126,5,0,5,30
127,5,0,5,30
128,6,0,5,29
129,6,0,5,29
130,6,0,5,29
131,6,0,5,29
132,6,0,6,28
133,6,0,5,29
134,6,0,6,28
135,6,0,5,29
136,5,0,5,30
137,6,0,5,29
138,6,0,5,29
139,6,0,5,29
140,6,0,5,29
141,6,0,5,29
142,6,0,5,29
143,5,0,6,29
144,5,0,6,29
145,5,1,6,28
146,5,1,5,29
147,5,1,4,30
148,5,1,4,30
149,5,1,4,30
150,5,1,4,30
151,4,1,4,31
152,4,1,3,32
153,4,1,3,32
154,4,1,3,32
155,4,1,3,32
156,4,1,3,32
157,4,1,3,32
158,4,1,2,33
159,4,1,2,33
160,4,1,2,33
161,4,1,2,33
162,4,1,2,33
163,4,1,2,33
164,4,1,2,33
165,3,2,2,33
166,3,2,2,33
167,3,2,2,33
168,3,2,2,33
169,2,2,2,34
170,2,2,2,34
171,2,2,2,34
172,2,2,2,34
173,2,2,2,34
174,2,3,2,33
175,1,3,2,34
176,1,3,2,34
177,1,3,2,34
178,1,3,2,34
179,1,3,2,34
180,1,3,3,33
181,1,3,3,33
182,1,3,3,33
183,1,3,3,33
184,1,3,3,33
185,1,3,3,33
186,1,3,4,32
187,1,3,4,32
188,1,3,4,32
189,1,3,4,32
190,1,3,4,32
191,1,3,4,32
192,1,2,4,33
193,1,2,4,33
194,1,2,4,33
195,1,3,4,32
196,1,3,4,32
197,1,3,5,31
198,1,3,4,32
199,1,3,4,32
200,1,3,4,32
201,1,3,4,32
202,1,2,4,33
203,1,2,5,32
204,1,2,5,32
205,1,2,5,32
206,1,2,4,33
207,1,2,4,33
208,1,3,4,32
209,1,3,4,32
210,1,3,4,32
211,1,3,3,33
212,1,3,3,33
213,1,3,3,33
214,1,4,3,32
215,1,4,3,32
216,1,4,3,32
217,1,4,3,32
218,1,4,3,32
219,1,4,3,32
220,1,4,3,32
221,1,3,3,33
222,1,3,3,33
223,1,3,3,33
224,1,3,3,33
225,1,3,3,33
226,1,3,3,33
227,1,2,3,34
228,1,2,3,34
229,1,2,3,34
230,1,2,3,34
231,1,2,3,34
232,1,2,3,34
233,1,2,3,34
234,1,2,3,34
235,1,2,3,34
236,1,2,3,34
237,1,1,3,35
238,1,1,4,34
239,1,1,4,34
240,1,1,4,34
241,1,1,4,34
242,1,1,4,34
243,1,1,4,34
244,1,1,4,34
245,1,1,4,34
246,1,1,4,34
247,1,1,4,34
248,1,1,4,34
249,1,1,4,34
250,1,1,4,34
251,1,2,4,33
252,1,2,3,34
253,1,2,3,34
254,1,2,2,35
255,0,2,2,36
256,0,2,2,36
257,0,2,2,36
258,0,2,2,36
259,0,1,2,37
260,0,1,2,37
261,0,1,2,37
262,0,1,3,36
263,0,1,3,36
264,0,1,3,36
265,0,1,3,36
266,0,1,3,36
267,0,1,3,36
268,0,1,3,36
269,0,1,3,36
270,0,2,3,35
271,0,2,3,35
272,0,2,4,34
273,0,2,5,33
274,0,2,5,33
275,0,2,4,34
276,0,2,4,34
277,0,2,4,34
278,0,1,4,35
279,0,1,4,35
280,0,1,4,35
281,0,2,4,34
282,0,2,4,34
283,1,2,3,34
284,1,3,3,33
285,1,3,3,33
286,1,3,3,33
287,1,3,3,33
288,1,3,3,33
289,1,3,3,33
290,1,3,3,33
291,0,3,3,34
292,0,3,3,34
293,0,3,3,34
294,0,3,3,34
295,0,4,3,33
296,1,4,3,32
297,1,4,2,33
298,1,4,2,33
299,1,4,2,33
300,1,5,2,32
301,1,5,2,32
302,1,5,2,32
303,1,5,2,32
304,1,5,2,32
305,1,5,2,32
306,1,5,2,32
307,1,4,2,33
308,1,4,2,33
309,1,4,2,33
310,1,4,2,33
311,1,4,2,33
312,1,4,3,32
313,1,4,2,33
314,1,4,2,33
315,1,5,2,32
316,1,5,2,32
317,1,5,2,32
318,1,5,2,32
319,1,4,2,33
320,1,3,2,34
321,1,3,2,34
322,1,3,3,33
323,1,3,3,33
324,1,3,2,34
325,1,3,2,34
326,1,3,2,34
327,1,3,1,35
328,1,3,1,35
329,1,3,1,35
330,1,2,1,36
331,1,2,1,36
332,1,2,1,36
333,1,2,1,36
334,1,2,1,36
335,1,2,1,36
336,1,2,1,36
337,1,3,1,35
338,1,3,0,36
339,1,3,0,36
340,0,3,0,37
341,0,2,0,38
342,0,2,0,38
343,0,2,1,37
344,0,2,1,37
345,0,2,1,37
346,0,2,1,37
347,0,2,1,37
348,0,2,1,37
349,0,2,1,37
350,0,2,1,37
351,1,2,1,36
352,1,2,1,36
353,1,2,1,36
354,1,2,1,36
355,1,2,1,36
356,1,2,1,36
357,1,2,1,36
358,1,2,1,36
359,1,2,1,36
360,1,2,1,36
361,1,2,1,36
362,1,2,0,37
363,1,2,0,37
364,1,2,0,37
365,1,2,0,37
366,1,2,0,37
367,1,2,0,37
368,1,2,0,37
369,1,2,0,37
370,1,2,0,37
371,1,2,0,37
372,1,2,0,37
373,1,3,0,36
374,1,3,0,36
375,1,2,1,36
376,2,2,1,35
377,2,2,1,35
378,2,2,1,35
379,2,2,1,35
380,2,2,1,35
381,2,2,1,35
382,2,3,1,34
383,2,3,1,34
384,2,3,1,34
385,2,3,1,34
386,2,3,1,34
387,1,3,2,34
388,2,3,2,33
389,2,3,2,33
390,2,3,2,33
391,2,3,3,32
392,2,3,2,33
393,2,3,2,33
394,2,3,2,33
395,2,3,2,33
396,2,2,2,34
397,2,2,2,34
398,2,2,2,34
399,2,2,2,34
400,2,2,2,34
401,2,2,2,34
402,2,2,2,34
403,2,2,2,34
404,2,2,2,34
405,2,2,2,34
406,2,2,2,34
407,2,2,2,34
408,2,2,2,34
409,2,1,2,35
410,2,1,2,35
411,2,1,2,35
412,2,1,2,35
413,2,1,2,35
414,2,1,2,35
415,2,1,2,35
416,2,1,2,35
417,2,1,2,35
418,2,1,2,35
419,2,1,2,35
420,2,1,2,35
421,2,1,2,35
422,2,1,1,36
423,2,1,1,36
424,2,1,1,36
425,2,1,1,36
426,2,2,1,35
427,2,2,1,35
428,2,2,1,35
429,2,2,1,35
430,2,2,1,35
431,2,2,1,35
432,2,2,1,35
433,2,2,1,35
434,2,2,1,35
435,2,2,1,35
436,2,2,1,35
437,2,2,1,35
438,2,2,1,35
439,2,2,1,35
440,2,2,1,35
441,2,2,2,34
442,2,2,2,34
443,2,2,2,34
444,2,2,2,34
445,1,2,2,35
446,1,2,2,35
447,2,2,2,34
448,1,2,2,35
449,1,2,2,35
450,1,2,3,34
451,1,3,3,33
452,1,2,3,34
453,1,2,3,34
454,1,2,3,34
455,1,2,4,33
456,1,2,4,33
457,1,2,4,33
458,0,2,4,34
459,0,2,4,34
460,0,2,4,34
461,0,2,4,34
462,0,2,4,34
463,0,2,4,34
464,0,2,4,34
465,0,2,4,34
466,0,2,4,34
467,0,2,4,34
