,GTFT: 0.33,Cooperator,Tit For Tat,Defector
0,10,10,10,10
1,10,10,11,9
2,10,11,11,8
3,10,11,11,8
4,11,11,10,8
5,10,11,11,8
6,10,10,12,8
7,10,11,11,8
8,10,11,10,9
9,10,12,9,9
10,9,13,9,9
11,8,13,9,10
12,8,13,10,9
13,7,14,10,9
14,6,14,11,9
15,6,15,10,9
16,6,14,10,10
17,6,14,10,10
18,6,13,11,10
19,7,12,11,10
20,7,11,11,11
21,8,11,11,10
22,9,11,10,10
23,8,11,11,10
24,8,12,10,10
25,8,12,10,10
26,9,12,10,9
27,9,12,9,10
28,9,11,9,11
29,9,10,9,12
30,9,10,9,12
31,9,10,8,13
32,9,10,8,13
33,9,10,8,13
34,9,10,8,13
35,9,10,8,13
36,9,10,8,13
37,9,9,9,13
38,9,9,8,14
39,9,8,9,14
40,9,9,9,13
41,9,9,9,13
42,10,9,9,12
43,11,8,9,12
44,11,8,9,12
45,11,8,8,13
46,11,8,7,14
47,11,8,7,14
48,11,7,7,15
49,12,7,7,14
50,12,7,7,14
51,12,7,6,15
52,12,7,6,15
53,12,8,5,15
54,13,7,5,15
55,13,8,5,14
56,14,8,5,13
57,15,8,5,12
58,16,8,5,11
59,16,8,5,11
60,16,8,5,11
61,16,7,6,11
62,16,7,5,12
63,17,7,5,11
64,17,7,5,11
65,16,8,5,11
66,17,7,5,11
67,18,6,5,11
68,18,6,5,11
69,17,6,5,12
70,18,5,5,12
71,17,5,6,12
72,16,6,6,12
73,16,5,6,13
74,15,6,6,13
75,15,5,6,14
76,15,5,6,14
77,16,5,6,13
78,16,4,6,14
79,17,3,6,14
80,17,3,6,14
81,17,2,7,14
82,18,2,7,13
83,19,1,7,13
84,20,1,7,12
85,19,1,8,12
86,19,1,8,12
87,19,1,8,12
88,20,1,8,11
89,20,1,8,11
90,20,1,8,11
91,19,1,8,12
92,20,1,7,12
93,20,2,7,11
94,20,2,7,11
95,19,2,7,12
96,19,2,7,12
97,18,2,7,13
98,18,2,8,12
99,18,2,8,12
100,18,1,8,13
101,17,1,8,14
102,18,1,8,13
103,17,1,8,14
104,18,1,8,13
105,18,1,8,13
106,19,1,8,12
107,18,2,8,12
108,19,2,8,11
109,18,2,9,11
110,19,2,9,10
111,20,2,8,10
112,20,2,8,10
113,21,2,8,9
114,22,1,8,9
115,23,1,8,8
116,23,1,8,8
117,24,1,8,7
118,24,1,8,7
119,23,1,8,8
120,24,0,8,8
121,24,0,8,8
122,25,0,7,8
123,25,0,7,8
124,25,0,7,8
125,25,0,7,8
126,25,0,7,8
127,26,0,7,7
128,26,0,7,7
129,26,0,7,7
130,26,0,7,7
131,26,0,7,7
132,25,0,7,8
133,24,0,8,8
134,24,0,8,8
135,23,0,9,8
136,22,0,9,9
137,21,0,9,10
138,21,0,10,9
139,20,0,10,10
140,20,0,10,10
141,20,0,9,11
142,20,0,9,11
143,20,0,10,10
144,20,0,10,10
145,20,0,10,10
146,20,0,10,10
147,20,0,10,10
148,20,0,9,11
149,19,0,10,11
150,20,0,10,10
151,20,0,10,10
152,21,0,10,9
153,21,1,10,8
154,22,1,10,7
155,22,0,10,8
156,22,0,10,8
157,23,0,10,7
158,23,0,9,8
159,23,0,9,8
