,GTFT: 0.33,Defector,Tit For Tat,Cooperator
0,10,10,10,10
1,10,9,10,11
2,9,10,10,11
3,9,10,10,11
4,9,10,9,12
5,9,10,8,13
6,8,11,8,13
7,8,12,8,12
8,8,12,8,12
9,9,11,8,12
10,8,12,8,12
11,8,12,8,12
12,8,12,8,12
13,8,11,8,13
14,8,11,9,12
15,8,12,8,12
16,8,12,9,11
17,8,11,10,11
18,8,12,9,11
19,8,12,9,11
20,8,12,8,12
21,8,12,8,12
22,7,13,8,12
23,7,12,8,13
24,7,13,8,12
25,7,12,9,12
26,7,13,8,12
27,7,12,8,13
28,7,12,8,13
29,7,13,7,13
30,7,14,7,12
31,8,14,7,11
32,9,14,7,10
33,9,14,7,10
34,10,13,7,10
35,11,13,6,10
36,10,14,6,10
37,10,15,6,9
38,10,15,6,9
39,10,16,5,9
40,11,15,5,9
41,12,14,5,9
42,13,14,5,8
43,14,13,5,8
44,14,13,5,8
45,14,12,6,8
46,13,13,6,8
47,13,13,6,8
48,14,13,5,8
49,14,14,4,8
50,15,13,4,8
51,15,13,4,8
52,16,13,4,7
53,16,13,4,7
54,16,13,4,7
55,17,12,4,7
56,18,12,4,6
57,18,12,4,6
58,18,12,4,6
59,17,13,4,6
60,16,14,4,6
61,16,14,4,6
62,15,15,4,6
63,14,16,4,6
64,14,15,5,6
65,14,15,5,6
66,14,15,5,6
67,14,15,5,6
68,14,15,4,7
69,14,15,4,7
70,13,15,4,8
71,13,15,4,8
72,12,15,4,9
73,11,16,4,9
74,11,16,5,8
75,10,17,5,8
76,9,17,6,8
77,10,16,6,8
78,9,16,7,8
79,9,16,7,8
80,9,15,8,8
81,9,14,8,9
82,9,15,8,8
83,8,16,8,8
84,8,15,8,9
85,9,14,8,9
86,8,14,9,9
87,7,15,9,9
88,7,15,10,8
89,7,14,11,8
90,7,14,11,8
91,6,15,11,8
92,6,14,12,8
93,6,15,11,8
94,6,15,11,8
95,5,15,11,9
96,5,15,12,8
97,5,14,12,9
98,4,14,12,10
99,4,14,12,10
100,4,14,12,10
101,4,14,11,11
102,4,15,10,11
103,3,16,10,11
104,3,16,9,12
105,3,16,9,12
106,3,17,9,11
107,3,17,9,11
108,3,17,9,11
109,3,18,8,11
110,3,17,8,12
111,3,17,8,12
112,3,18,7,12
113,3,18,6,13
114,3,17,7,13
115,3,17,7,13
116,3,18,7,12
117,3,18,7,12
118,3,17,8,12
119,2,18,8,12
120,2,17,9,12
121,2,18,8,12
122,2,18,9,11
123,2,18,9,11
124,3,18,8,11
125,3,19,7,11
126,3,18,8,11
127,3,18,8,11
128,3,18,8,11
129,3,19,8,10
130,3,20,7,10
131,3,20,7,10
132,3,21,6,10
133,3,22,5,10
134,2,22,5,11
135,2,21,5,12
136,2,22,5,11
137,2,22,5,11
138,3,22,5,10
139,3,21,5,11
140,3,21,5,11
141,3,22,5,10
142,3,22,5,10
143,4,22,5,9
144,4,22,5,9
145,3,22,5,10
146,3,22,5,10
147,3,23,5,9
148,3,22,6,9
149,3,22,6,9
150,3,22,5,10
151,3,21,6,10
152,3,22,5,10
153,3,21,5,11
154,3,21,5,11
155,3,21,5,11
156,2,21,6,11
157,2,22,6,10
158,2,22,6,10
159,2,21,6,11
160,2,22,6,10
161,2,21,6,11
162,2,20,7,11
163,2,19,7,12
164,2,20,6,12
165,2,20,6,12
166,1,21,6,12
167,1,21,5,13
168,1,21,5,13
169,1,20,5,14
170,1,20,6,13
171,1,20,6,13
172,1,19,7,13
173,1,19,7,13
174,1,19,7,13
175,1,20,7,12
176,1,20,7,12
177,1,19,7,13
178,1,19,7,13
179,1,18,7,14
180,1,19,6,14
181,1,19,6,14
182,1,20,6,13
183,1,19,6,14
184,1,18,6,15
185,1,19,6,14
186,1,18,6,15
187,1,18,6,15
188,1,18,6,15
189,1,17,7,15
190,1,18,6,15
191,1,19,6,14
192,1,19,6,14
193,1,20,5,14
194,1,21,5,13
195,1,20,5,14
196,1,20,5,14
197,1,20,5,14
198,1,19,6,14
199,1,18,7,14
200,1,18,8,13
201,1,19,8,12
202,1,18,9,12
203,1,18,10,11
204,1,17,10,12
205,1,16,11,12
206,1,16,11,12
207,1,15,11,13
208,1,16,10,13
209,1,15,11,13
210,0,15,11,14
211,0,14,12,14
212,0,14,12,14
213,0,15,12,13
214,0,15,12,13
215,0,15,12,13
216,0,15,12,13
217,0,15,12,13
218,0,16,11,13
219,0,16,12,12
220,0,16,12,12
221,0,17,11,12
222,0,17,11,12
223,0,18,10,12
224,0,17,10,13
225,0,18,10,12
226,0,18,10,12
227,0,19,10,11
228,0,19,10,11
229,0,19,10,11
230,0,19,10,11
231,0,18,11,11
232,0,18,11,11
233,0,19,10,11
234,0,19,10,11
235,0,18,10,12
236,0,19,10,11
237,0,18,11,11
238,1,17,11,11
239,1,17,11,11
240,1,17,10,12
241,1,18,9,12
242,1,17,9,13
243,1,17,9,13
244,1,17,10,12
245,2,16,10,12
246,2,17,9,12
247,3,17,9,11
248,3,17,9,11
249,3,18,9,10
250,3,17,9,11
251,3,17,9,11
252,3,17,9,11
253,3,17,9,11
254,4,17,9,10
255,5,16,9,10
256,5,16,9,10
257,5,17,9,9
258,5,17,9,9
259,5,16,10,9
260,5,15,11,9
261,4,16,11,9
262,4,17,10,9
263,4,16,11,9
264,4,15,11,10
265,4,15,11,10
266,4,15,10,11
267,4,14,11,11
268,4,13,12,11
269,4,14,12,10
270,4,14,12,10
271,4,13,12,11
272,5,13,11,11
273,5,14,11,10
274,5,14,11,10
275,5,15,11,9
276,5,16,11,8
277,5,16,11,8
278,5,15,11,9
279,5,14,11,10
280,4,15,11,10
281,4,16,11,9
282,4,16,11,9
283,4,16,10,10
284,4,16,11,9
285,5,15,11,9
286,5,14,12,9
287,5,14,12,9
288,5,14,12,9
289,5,14,12,9
290,5,13,13,9
291,5,13,12,10
292,4,13,13,10
293,4,13,13,10
294,4,13,13,10
295,4,12,14,10
296,4,13,13,10
297,4,13,14,9
298,4,13,14,9
299,3,14,14,9
300,4,13,14,9
301,4,14,13,9
302,4,14,13,9
303,4,14,13,9
304,4,13,13,10
305,4,12,14,10
306,4,13,14,9
307,5,13,14,8
308,5,12,15,8
309,5,11,16,8
310,5,12,15,8
311,5,12,15,8
312,5,12,15,8
313,5,12,16,7
314,5,12,16,7
315,6,12,15,7
316,6,13,15,6
317,6,13,15,6
318,5,13,16,6
319,5,14,15,6
320,5,14,15,6
321,5,13,15,7
322,5,14,15,6
323,6,13,15,6
324,6,12,16,6
325,6,12,16,6
326,5,13,16,6
327,5,13,16,6
328,5,12,17,6
329,5,11,17,7
330,5,12,16,7
331,5,13,15,7
332,5,14,14,7
333,5,13,15,7
334,5,14,15,6
335,5,14,16,5
336,5,14,15,6
337,5,14,15,6
338,5,14,15,6
339,5,14,15,6
340,6,13,15,6
341,6,13,15,6
342,6,13,16,5
343,6,13,15,6
344,6,13,15,6
345,6,12,16,6
346,6,12,16,6
347,6,11,17,6
348,6,12,16,6
349,5,12,17,6
350,4,13,17,6
351,4,12,18,6
352,4,12,18,6
353,4,12,17,7
354,4,12,17,7
355,3,12,18,7
