,GTFT: 0.33,Defector,Tit For Tat,Cooperator
0,10,10,10,10
1,10,9,11,10
2,10,10,11,9
3,9,10,12,9
4,9,10,13,8
5,9,9,13,9
6,10,8,13,9
7,10,9,12,9
8,9,9,12,10
9,9,9,12,10
10,10,9,12,9
11,11,8,12,9
12,10,9,12,9
13,11,9,12,8
14,11,10,12,7
15,10,10,12,8
16,10,11,12,7
17,9,12,12,7
18,9,12,12,7
19,9,12,11,8
20,8,13,11,8
21,8,13,11,8
22,8,13,10,9
23,8,13,9,10
24,8,13,9,10
25,8,13,9,10
26,8,12,10,10
27,8,12,10,10
28,8,12,10,10
29,7,12,10,11
30,6,12,10,12
31,6,12,10,12
32,6,12,10,12
33,6,12,10,12
34,6,11,10,13
35,6,11,11,12
36,6,11,12,11
37,7,11,11,11
38,7,10,12,11
39,6,11,12,11
40,5,11,12,12
41,5,11,12,12
42,5,11,12,12
43,5,12,11,12
44,6,12,10,12
45,5,12,11,12
46,6,12,10,12
47,6,12,11,11
48,6,13,10,11
49,7,12,10,11
50,6,12,11,11
51,6,11,12,11
52,6,11,13,10
53,6,11,12,11
54,6,12,12,10
55,6,12,12,10
56,6,13,11,10
57,7,13,11,9
58,7,13,11,9
59,7,13,11,9
60,7,13,11,9
61,7,12,11,10
62,7,11,11,11
63,7,11,10,12
64,7,10,11,12
65,7,9,11,13
66,7,9,10,14
67,7,9,10,14
68,7,8,10,15
69,7,8,10,15
70,7,8,9,16
71,7,8,9,16
72,8,7,9,16
73,7,7,9,17
74,7,7,9,17
75,7,7,9,17
76,6,7,9,18
77,6,7,9,18
78,6,8,9,17
79,7,8,9,16
80,7,8,9,16
81,7,8,9,16
82,7,7,9,17
83,8,7,9,16
84,8,7,8,17
85,8,7,8,17
86,8,7,8,17
87,9,7,7,17
88,10,7,7,16
89,10,7,8,15
90,10,7,8,15
91,10,7,8,15
92,10,7,8,15
93,10,7,8,15
94,9,7,8,16
95,9,7,7,17
96,8,7,7,18
97,8,7,7,18
98,8,7,7,18
99,9,7,6,18
100,10,6,6,18
101,10,6,6,18
102,10,6,7,17
103,9,6,7,18
104,8,7,7,18
105,8,8,7,17
106,8,9,6,17
107,8,9,6,17
108,8,9,5,18
109,8,9,5,18
110,8,8,5,19
111,8,8,5,19
112,7,9,5,19
113,7,9,6,18
114,6,9,6,19
115,6,9,6,19
116,6,8,6,20
117,7,8,5,20
118,7,8,5,20
119,7,9,5,19
120,7,9,4,20
121,7,9,5,19
122,7,10,4,19
123,7,10,4,19
124,7,9,5,19
125,7,9,5,19
126,7,9,4,20
127,7,9,4,20
128,7,9,3,21
129,8,9,3,20
130,8,9,3,20
131,8,10,2,20
132,9,10,2,19
133,9,10,3,18
134,9,10,3,18
135,10,10,3,17
136,10,11,3,16
137,10,10,4,16
138,10,9,4,17
139,11,9,4,16
140,12,8,4,16
141,12,8,4,16
142,13,8,4,15
143,12,8,4,16
144,12,8,4,16
145,13,8,4,15
146,14,8,4,14
147,13,8,4,15
148,14,8,3,15
149,14,9,2,15
150,13,9,2,16
151,12,9,2,17
152,13,9,2,16
153,12,10,2,16
154,11,10,2,17
155,12,10,2,16
156,12,10,2,16
157,12,11,2,15
158,12,12,2,14
159,12,12,2,14
160,12,12,2,14
161,11,13,2,14
162,11,13,2,14
163,12,12,2,14
164,12,13,2,13
165,12,12,2,14
166,13,11,2,14
167,13,11,2,14
168,13,11,2,14
169,13,11,2,14
170,13,10,2,15
171,13,10,1,16
172,14,10,1,15
173,14,10,1,15
174,15,9,1,15
175,14,9,1,16
176,13,10,1,16
177,12,10,1,17
178,12,10,1,17
179,11,10,1,18
180,11,11,1,17
181,11,11,1,17
182,11,11,1,17
183,11,12,0,17
184,11,12,0,17
185,11,13,0,16
186,11,13,0,16
187,11,14,0,15
188,11,14,0,15
189,11,14,0,15
190,11,14,0,15
191,10,15,0,15
192,10,15,0,15
193,11,15,0,14
194,11,15,0,14
195,12,14,0,14
196,13,13,0,14
197,14,13,0,13
198,14,13,0,13
199,13,14,0,13
200,14,13,0,13
201,15,13,0,12
202,15,12,0,13
203,15,12,0,13
204,15,12,0,13
205,15,13,0,12
206,15,13,1,11
207,14,14,1,11
208,14,15,1,10
209,15,14,1,10
210,15,14,1,10
211,14,15,1,10
212,13,16,1,10
213,13,16,2,9
214,13,16,2,9
215,13,16,2,9
216,12,17,2,9
217,13,16,2,9
218,13,17,2,8
219,13,17,2,8
220,13,17,2,8
221,13,17,2,8
222,12,18,2,8
223,11,19,2,8
224,11,19,2,8
225,10,19,3,8
226,11,18,3,8
227,11,18,3,8
228,11,18,3,8
229,11,18,3,8
230,11,18,3,8
231,12,18,3,7
232,11,19,3,7
233,10,20,3,7
234,11,20,3,6
235,11,21,2,6
236,11,20,2,7
237,12,20,1,7
238,12,20,1,7
239,12,20,1,7
240,12,20,0,8
241,12,19,0,9
242,12,18,0,10
243,12,18,1,9
244,12,19,1,8
245,12,19,1,8
246,12,20,1,7
247,12,20,1,7
248,13,19,1,7
249,13,18,1,8
250,12,18,2,8
251,12,18,2,8
252,13,17,2,8
253,13,17,2,8
254,13,18,2,7
255,14,17,2,7
256,14,17,2,7
257,14,17,2,7
258,14,17,3,6
259,14,17,3,6
260,15,17,2,6
261,16,17,2,5
262,16,17,2,5
263,16,16,2,6
264,15,17,2,6
265,14,17,3,6
266,15,16,3,6
267,15,16,3,6
268,14,17,3,6
269,15,16,3,6
270,16,15,3,6
271,16,15,3,6
272,16,14,4,6
273,17,13,4,6
274,17,13,4,6
275,18,12,4,6
276,18,12,4,6
277,17,13,4,6
278,17,13,4,6
279,17,13,4,6
280,18,13,4,5
281,17,13,4,6
282,18,13,3,6
283,19,12,3,6
284,19,12,3,6
285,20,12,3,5
286,20,12,3,5
287,19,13,3,5
288,19,12,3,6
289,19,11,3,7
290,18,12,3,7
291,18,12,3,7
292,17,12,3,8
293,16,12,3,9
294,15,13,3,9
295,15,13,4,8
296,14,14,4,8
297,14,14,4,8
298,14,15,4,7
299,14,15,4,7
300,13,16,4,7
301,13,16,3,8
302,13,16,3,8
303,13,15,3,9
304,12,15,3,10
305,11,15,4,10
306,10,16,4,10
307,9,17,4,10
308,9,17,4,10
309,9,18,4,9
310,10,17,4,9
311,11,17,3,9
312,10,18,3,9
313,11,18,3,8
314,11,19,3,7
315,11,19,3,7
316,11,19,3,7
317,11,19,4,6
318,11,18,4,7
319,11,18,4,7
320,11,18,4,7
321,11,17,4,8
322,12,16,4,8
323,13,15,4,8
324,13,15,4,8
325,13,15,4,8
326,13,15,4,8
327,14,14,4,8
328,14,14,4,8
329,14,14,4,8
330,15,14,4,7
331,16,14,3,7
332,16,13,3,8
333,16,14,3,7
334,16,14,3,7
335,16,14,3,7
336,16,14,4,6
337,16,14,4,6
338,16,14,4,6
339,17,13,4,6
340,16,14,4,6
341,15,15,4,6
342,14,16,4,6
343,14,16,4,6
344,15,15,4,6
345,14,15,5,6
346,14,14,6,6
347,14,14,5,7
348,14,14,5,7
349,15,13,5,7
350,15,13,5,7
351,15,12,5,8
352,16,12,5,7
353,15,12,6,7
354,15,12,6,7
355,16,11,6,7
356,15,12,6,7
357,15,12,6,7
358,15,13,6,6
359,14,14,6,6
360,14,14,6,6
361,14,14,6,6
362,15,14,6,5
363,15,15,5,5
364,15,15,5,5
365,16,14,5,5
366,16,14,5,5
367,15,15,5,5
368,16,15,5,4
369,16,14,5,5
370,15,15,5,5
371,14,15,6,5
372,13,15,7,5
373,13,15,7,5
374,13,14,7,6
375,13,15,6,6
376,13,15,6,6
377,13,16,6,5
378,14,15,6,5
379,15,15,6,4
380,16,15,5,4
381,17,14,5,4
382,18,13,5,4
383,19,13,4,4
384,19,13,4,4
385,20,12,4,4
386,19,13,4,4
387,18,13,4,5
388,17,14,4,5
389,18,13,4,5
390,19,13,3,5
391,19,13,3,5
392,19,13,3,5
393,20,12,3,5
394,19,13,3,5
395,18,14,3,5
396,18,14,3,5
397,18,14,3,5
398,19,13,3,5
399,20,12,3,5
400,20,13,3,4
401,20,13,3,4
402,19,13,3,5
403,20,12,3,5
404,20,13,2,5
405,19,14,2,5
406,19,14,2,5
407,19,14,2,5
408,18,14,3,5
409,19,13,3,5
410,18,14,3,5
411,19,13,3,5
412,19,12,4,5
413,18,13,4,5
414,19,12,4,5
415,19,13,3,5
416,20,12,3,5
417,21,11,3,5
418,20,11,3,6
419,19,12,3,6
420,18,13,3,6
421,17,14,3,6
422,16,15,3,6
423,15,16,3,6
424,15,16,3,6
425,15,15,3,7
426,14,16,3,7
427,15,15,3,7
428,15,15,3,7
429,15,16,3,6
430,15,16,3,6
431,15,16,3,6
432,15,16,3,6
433,15,16,3,6
434,15,16,3,6
435,15,15,3,7
436,15,15,3,7
437,16,14,3,7
438,16,15,3,6
439,16,15,3,6
440,17,15,3,5
441,17,15,3,5
442,18,14,3,5
443,17,14,4,5
444,17,14,3,6
445,18,13,3,6
446,19,12,3,6
447,20,12,3,5
448,20,13,3,4
449,19,13,4,4
450,20,12,4,4
451,21,11,4,4
452,22,10,4,4
453,23,10,4,3
454,22,11,4,3
455,23,10,4,3
456,23,10,4,3
