,GTFT: 0.33,Cooperator,Tit For Tat,Defector
0,10,10,10,10
1,10,10,10,10
2,10,10,10,10
3,10,9,10,11
4,10,9,9,12
5,10,10,9,11
6,11,9,9,11
7,11,9,9,11
8,10,10,9,11
9,10,11,8,11
10,10,11,8,11
11,9,11,9,11
12,8,11,9,12
13,8,11,9,12
14,7,11,9,13
15,6,11,9,14
16,6,12,9,13
17,6,12,9,13
18,6,11,10,13
19,6,10,11,13
20,6,10,12,12
21,6,11,11,12
22,6,11,11,12
23,5,11,12,12
24,5,12,12,11
25,5,12,12,11
26,5,12,11,12
27,5,12,11,12
28,5,12,10,13
29,4,12,10,14
30,4,12,11,13
31,4,12,11,13
32,3,13,11,13
33,3,12,11,14
34,3,13,11,13
35,3,13,11,13
36,3,13,12,12
37,3,14,12,11
38,3,14,12,11
39,3,14,13,10
40,3,15,12,10
41,3,15,12,10
42,3,14,12,11
43,3,13,12,12
44,3,13,12,12
45,3,13,12,12
46,3,12,12,13
47,4,11,12,13
48,4,11,12,13
49,4,11,13,12
50,4,10,13,13
51,4,9,14,13
52,4,9,14,13
53,4,8,14,14
54,5,8,14,13
55,4,8,14,14
56,5,8,13,14
57,5,7,13,15
58,6,7,13,14
59,7,7,13,13
60,7,7,12,14
61,7,6,13,14
62,7,6,13,14
63,7,7,12,14
64,6,8,12,14
65,6,9,11,14
66,6,9,10,15
67,6,9,10,15
68,6,9,9,16
69,6,10,9,15
70,6,11,8,15
71,7,11,7,15
72,7,11,7,15
73,6,12,7,15
74,5,12,8,15
75,5,13,8,14
76,6,13,8,13
77,6,13,8,13
78,6,13,8,13
79,6,12,8,14
80,6,12,9,13
81,6,13,8,13
82,6,14,8,12
83,5,15,8,12
84,5,16,7,12
85,4,17,7,12
86,4,16,7,13
87,3,16,7,14
88,4,16,7,13
89,4,15,7,14
90,4,15,6,15
91,4,15,6,15
92,4,15,6,15
93,4,15,6,15
94,4,15,5,16
95,4,15,5,16
96,4,15,5,16
97,4,15,5,16
98,3,15,6,16
99,4,15,6,15
100,4,15,6,15
101,4,16,5,15
102,4,15,6,15
103,4,14,7,15
104,4,14,7,15
105,3,14,7,16
106,3,15,7,15
107,3,16,7,14
108,2,16,7,15
109,2,15,8,15
110,2,15,9,14
111,1,16,9,14
112,1,17,9,13
113,1,17,9,13
114,1,18,9,12
115,1,18,10,11
116,1,19,10,10
117,1,18,10,11
118,2,18,10,10
119,2,18,10,10
120,2,18,10,10
121,2,18,10,10
122,2,18,10,10
123,2,18,10,10
124,2,18,9,11
125,1,18,9,12
126,1,18,9,12
127,1,17,9,13
128,1,17,9,13
129,1,18,8,13
130,1,17,9,13
131,1,16,9,14
132,1,15,10,14
133,1,15,10,14
134,1,16,10,13
135,1,17,10,12
136,1,16,10,13
137,2,16,10,12
138,2,17,10,11
139,2,17,11,10
140,2,18,10,10
141,2,18,10,10
142,2,19,9,10
143,3,19,9,9
144,4,18,9,9
145,4,17,9,10
146,4,17,9,10
147,4,16,9,11
148,4,16,9,11
149,4,16,10,10
150,4,16,10,10
151,3,16,11,10
152,3,16,11,10
153,3,15,11,11
154,3,16,11,10
155,3,17,10,10
156,3,16,11,10
157,4,15,11,10
158,4,15,11,10
159,4,14,12,10
160,4,14,13,9
161,4,14,13,9
162,3,14,14,9
163,3,13,15,9
164,3,13,15,9
165,3,13,14,10
166,3,14,13,10
167,3,15,12,10
168,3,16,12,9
169,3,17,11,9
170,3,17,11,9
171,3,17,11,9
172,3,17,12,8
173,3,17,11,9
174,3,18,10,9
175,3,18,10,9
176,3,17,10,10
177,3,18,9,10
178,3,17,9,11
179,3,16,10,11
180,3,15,11,11
181,3,16,11,10
182,3,16,11,10
183,3,16,11,10
184,3,15,11,11
185,2,15,12,11
186,2,14,13,11
187,2,15,13,10
188,2,16,13,9
189,2,17,12,9
190,2,16,13,9
191,2,17,12,9
192,2,16,12,10
193,2,16,12,10
194,2,16,13,9
195,2,15,14,9
196,1,16,14,9
197,1,17,13,9
198,1,18,12,9
199,1,17,12,10
200,1,18,12,9
201,2,18,11,9
202,2,19,10,9
203,2,20,9,9
204,2,20,9,9
205,2,20,9,9
206,2,20,9,9
207,2,19,10,9
208,2,18,10,10
209,2,18,10,10
210,2,18,10,10
211,2,18,10,10
212,3,17,10,10
213,3,16,11,10
214,3,16,11,10
215,3,15,12,10
216,3,14,13,10
217,3,15,13,9
218,3,14,14,9
219,3,15,13,9
220,3,14,14,9
221,3,14,14,9
222,3,13,15,9
223,3,12,16,9
224,3,12,17,8
225,3,11,17,9
226,3,11,17,9
227,3,11,16,10
228,3,11,16,10
229,3,11,17,9
230,4,10,17,9
231,5,10,16,9
232,5,11,16,8
233,5,12,16,7
234,5,12,16,7
235,5,12,16,7
236,5,12,16,7
237,5,13,15,7
238,5,14,14,7
239,5,13,14,8
240,5,14,13,8
241,5,14,13,8
242,5,14,13,8
243,6,13,13,8
244,6,13,13,8
245,6,13,13,8
246,7,12,13,8
247,7,12,13,8
248,7,13,13,7
249,8,12,13,7
250,8,11,13,8
251,9,11,13,7
252,8,11,13,8
253,8,11,13,8
254,9,11,13,7
255,9,11,13,7
256,8,11,13,8
257,8,10,14,8
258,8,10,14,8
259,8,10,15,7
260,7,11,15,7
261,7,11,15,7
262,7,12,14,7
263,7,12,14,7
264,6,12,15,7
265,6,13,15,6
266,6,13,14,7
267,6,13,14,7
268,6,13,14,7
269,6,12,15,7
270,5,12,16,7
271,5,13,16,6
272,6,12,16,6
273,6,11,16,7
274,6,11,16,7
275,6,11,16,7
276,6,12,15,7
277,6,12,15,7
278,6,12,15,7
279,5,12,16,7
280,5,11,17,7
281,5,12,16,7
282,5,12,15,8
283,5,12,15,8
284,5,12,15,8
285,4,13,15,8
286,4,13,15,8
287,4,14,14,8
288,4,13,14,9
289,4,13,14,9
290,4,14,14,8
291,4,13,14,9
292,4,12,14,10
293,3,13,14,10
294,3,13,15,9
295,3,13,16,8
296,3,14,15,8
297,3,14,15,8
298,3,14,15,8
299,3,14,15,8
300,4,14,14,8
301,4,14,13,9
302,4,14,13,9
303,4,14,13,9
304,4,15,13,8
305,4,15,13,8
306,3,15,13,9
307,3,15,12,10
308,2,16,12,10
309,2,16,12,10
310,3,15,12,10
311,4,15,12,9
312,4,15,12,9
313,4,15,11,10
314,4,15,11,10
315,4,15,11,10
316,3,16,11,10
317,3,16,11,10
318,3,17,11,9
319,3,17,11,9
320,3,18,10,9
321,3,17,10,10
322,3,17,10,10
