,GTFT: 0.33,Defector,Tit For Tat,Cooperator
0,10,10,10,10
1,11,10,9,10
2,11,11,9,9
3,12,11,9,8
4,11,11,9,9
5,11,12,9,8
6,11,13,8,8
7,10,14,8,8
8,10,15,8,7
9,10,14,8,8
10,11,14,7,8
11,10,14,7,9
12,9,14,8,9
13,8,14,8,10
14,8,14,8,10
15,9,14,8,9
16,8,14,8,10
17,8,13,9,10
18,8,12,10,10
19,8,13,9,10
20,8,14,9,9
21,8,14,10,8
22,8,14,10,8
23,7,15,10,8
24,7,15,11,7
25,7,15,11,7
26,7,14,12,7
27,7,14,12,7
28,6,15,12,7
29,5,16,12,7
30,5,16,12,7
31,5,16,12,7
32,5,17,11,7
33,4,17,12,7
34,4,16,13,7
35,3,17,13,7
36,3,18,12,7
37,2,19,12,7
38,2,19,13,6
39,2,20,13,5
40,2,19,13,6
41,2,20,12,6
42,2,19,13,6
43,2,19,13,6
44,2,19,13,6
45,3,18,13,6
46,4,18,12,6
47,4,18,12,6
48,4,17,12,7
49,4,17,12,7
50,4,18,11,7
51,4,19,10,7
52,5,19,9,7
53,5,20,9,6
54,5,20,9,6
55,5,19,9,7
56,5,20,9,6
57,5,21,8,6
58,5,20,8,7
59,6,20,7,7
60,6,19,7,8
61,6,18,7,9
62,6,19,6,9
63,5,20,6,9
64,5,20,7,8
65,5,20,7,8
66,5,20,7,8
67,5,19,8,8
68,5,19,8,8
69,4,19,9,8
70,4,20,8,8
71,5,19,8,8
72,5,18,9,8
73,5,18,9,8
74,5,18,9,8
75,5,17,9,9
76,4,18,9,9
77,4,18,9,9
78,4,17,9,10
79,4,17,9,10
80,4,17,8,11
81,5,16,8,11
82,5,15,8,12
83,5,16,7,12
84,5,16,8,11
85,5,16,9,10
86,5,15,10,10
87,5,15,10,10
88,5,15,10,10
89,6,14,10,10
90,6,14,9,11
91,6,13,10,11
92,6,12,11,11
93,5,12,12,11
94,5,12,13,10
95,5,12,13,10
96,4,12,14,10
97,4,11,15,10
98,5,11,15,9
99,5,10,16,9
100,5,10,15,10
101,5,11,14,10
