,GTFT: 0.33,Defector,Tit For Tat,Cooperator
0,10,10,10,10
1,10,11,9,10
2,9,12,9,10
3,9,12,8,11
4,8,12,9,11
5,8,11,10,11
6,8,11,10,11
7,9,11,9,11
8,9,12,9,10
9,9,13,9,9
10,9,12,9,10
11,9,12,9,10
12,8,12,9,11
13,8,12,10,10
14,9,12,10,9
15,9,11,11,9
16,9,11,12,8
17,8,11,12,9
18,9,11,12,8
19,9,11,13,7
20,9,11,13,7
21,10,11,13,6
22,10,11,13,6
23,9,11,14,6
24,8,12,14,6
25,8,11,15,6
26,8,10,16,6
27,8,11,15,6
28,8,11,15,6
29,8,10,15,7
30,7,11,15,7
31,8,11,14,7
32,7,11,14,8
33,7,10,15,8
34,7,10,15,8
35,7,10,15,8
36,8,10,15,7
37,8,10,15,7
38,8,10,15,7
39,8,10,14,8
40,8,9,15,8
41,8,9,14,9
42,8,8,14,10
43,8,8,14,10
44,8,9,13,10
45,8,9,13,10
46,9,9,13,9
47,9,8,13,10
48,9,8,13,10
49,9,8,13,10
50,10,7,13,10
51,11,7,13,9
52,11,7,13,9
53,11,7,13,9
54,12,7,12,9
55,11,7,13,9
56,11,6,14,9
57,10,7,14,9
58,10,7,14,9
59,10,7,14,9
60,10,7,15,8
61,11,7,14,8
62,11,7,14,8
63,11,7,14,8
64,11,6,15,8
65,11,7,15,7
66,11,7,15,7
67,11,7,14,8
68,11,7,14,8
69,10,7,15,8
70,10,8,14,8
71,10,8,13,9
72,10,9,12,9
73,11,9,12,8
74,10,9,12,9
75,10,9,11,10
76,11,9,11,9
77,11,9,11,9
78,11,9,11,9
79,10,9,11,10
80,11,8,11,10
81,11,7,12,10
82,12,7,11,10
83,13,7,10,10
84,13,8,10,9
85,13,8,9,10
86,13,8,10,9
87,12,8,11,9
88,12,8,11,9
89,13,8,10,9
90,13,8,10,9
91,13,8,10,9
92,14,8,10,8
93,14,8,10,8
94,14,8,10,8
95,14,8,10,8
96,14,8,11,7
97,14,8,11,7
98,14,8,11,7
99,13,8,12,7
100,14,7,12,7
101,14,7,12,7
102,14,7,11,8
103,14,8,10,8
104,14,7,11,8
105,14,7,11,8
106,13,7,12,8
107,12,7,13,8
108,11,7,13,9
109,11,6,14,9
110,11,6,14,9
111,11,6,13,10
112,11,6,13,10
113,11,6,12,11
114,11,7,12,10
115,10,7,13,10
116,10,8,13,9
117,9,9,13,9
118,8,9,13,10
119,8,9,14,9
120,8,9,14,9
