,GTFT: 0.33,Cooperator,Tit For Tat,Defector
0,10,10,10,10
1,10,10,9,11
2,10,9,10,11
3,10,9,9,12
4,10,10,9,11
5,10,10,9,11
6,10,11,8,11
7,10,12,7,11
8,10,12,7,11
9,9,12,7,12
10,9,12,7,12
11,9,13,7,11
12,9,13,6,12
13,9,13,5,13
14,9,12,6,13
15,9,11,7,13
16,9,12,7,12
17,8,13,7,12
18,8,13,7,12
19,8,13,7,12
20,8,14,6,12
21,8,14,7,11
22,7,14,7,12
23,7,14,6,13
24,7,15,6,12
25,7,15,6,12
26,8,15,5,12
27,8,15,5,12
28,8,15,5,12
29,8,16,5,11
30,8,17,5,10
31,8,18,4,10
32,8,18,4,10
33,8,19,3,10
34,7,19,4,10
35,7,20,4,9
36,7,19,4,10
37,7,19,4,10
38,7,18,4,11
39,7,17,4,12
40,7,16,4,13
41,7,16,4,13
42,8,16,4,12
43,8,15,5,12
44,8,15,5,12
45,8,15,5,12
46,8,16,4,12
47,8,15,4,13
48,8,15,5,12
49,8,15,5,12
50,8,15,5,12
51,8,15,6,11
52,8,15,6,11
53,8,16,6,10
54,8,16,5,11
55,8,15,5,12
56,9,14,5,12
57,8,15,5,12
58,9,15,5,11
59,9,15,5,11
60,8,15,5,12
61,8,16,4,12
62,9,15,4,12
63,9,16,4,11
64,10,15,4,11
65,9,16,4,11
66,8,16,4,12
67,9,16,4,11
68,9,17,4,10
69,9,17,4,10
70,9,16,4,11
71,8,17,4,11
72,8,16,4,12
73,8,15,4,13
74,8,14,4,14
75,8,15,3,14
76,7,16,3,14
77,6,17,3,14
78,6,17,3,14
79,6,16,3,15
80,6,16,3,15
81,7,15,3,15
82,7,16,3,14
83,7,17,2,14
84,7,17,2,14
85,7,17,2,14
86,7,16,2,15
87,7,17,2,14
88,8,16,2,14
89,9,15,2,14
90,9,15,2,14
91,9,14,2,15
92,10,14,2,14
93,10,15,1,14
94,11,14,1,14
95,12,13,1,14
96,12,13,1,14
97,11,14,1,14
98,11,15,1,13
99,12,14,1,13
100,12,13,1,14
101,12,13,1,14
102,12,12,1,15
103,12,12,1,15
104,13,12,1,14
105,14,12,1,13
106,15,11,1,13
107,15,11,1,13
108,15,10,1,14
109,15,10,1,14
110,16,9,1,14
111,16,8,1,15
112,16,8,1,15
113,17,8,1,14
114,18,7,1,14
115,17,7,1,15
116,17,7,1,15
117,17,7,1,15
118,17,8,1,14
119,18,8,1,13
120,18,7,1,14
121,18,6,1,15
122,19,6,1,14
123,20,6,1,13
124,20,7,1,12
125,19,8,1,12
126,19,8,1,12
127,19,8,1,12
128,20,8,1,11
129,21,8,1,10
130,21,8,1,10
131,20,9,1,10
132,20,9,1,10
133,20,9,1,10
134,20,9,1,10
135,20,8,2,10
136,20,8,2,10
137,20,8,2,10
138,20,9,2,9
139,19,9,3,9
140,19,9,3,9
141,19,9,3,9
142,20,9,3,8
143,20,9,3,8
144,20,9,3,8
145,19,9,3,9
146,20,8,3,9
147,20,8,2,10
148,20,9,2,9
149,21,8,2,9
150,21,8,2,9
151,21,9,1,9
152,21,9,1,9
153,20,9,1,10
154,20,9,1,10
155,20,9,1,10
156,20,8,2,10
157,19,9,2,10
158,19,9,2,10
159,19,9,2,10
160,19,9,2,10
161,20,8,2,10
162,20,8,2,10
163,19,9,2,10
164,20,9,1,10
165,20,10,1,9
166,20,10,1,9
167,20,11,1,8
168,21,10,1,8
169,21,9,1,9
170,20,10,1,9
171,19,10,1,10
172,19,9,1,11
173,18,10,1,11
174,17,11,1,11
175,18,11,1,10
176,17,11,1,11
177,18,11,1,10
178,18,11,1,10
179,18,11,1,10
180,18,10,1,11
181,19,9,1,11
182,18,10,1,11
183,18,10,1,11
184,17,10,1,12
185,17,10,1,12
186,18,10,0,12
187,18,10,0,12
188,18,10,0,12
189,19,9,0,12
190,19,9,0,12
191,18,9,0,13
192,17,9,0,14
193,17,9,0,14
194,16,9,0,15
195,17,9,0,14
196,17,9,0,14
197,17,9,0,14
198,17,8,0,15
199,18,7,0,15
200,19,6,0,15
201,19,6,0,15
202,19,5,0,16
203,19,5,0,16
204,19,5,0,16
205,19,5,0,16
206,20,5,0,15
207,21,5,0,14
208,21,5,0,14
209,20,5,0,15
210,20,5,0,15
211,20,4,0,16
212,20,4,0,16
213,20,4,0,16
214,19,4,0,17
215,18,4,0,18
216,18,4,0,18
217,18,4,0,18
218,17,4,0,19
219,17,4,0,19
220,16,4,0,20
221,15,5,0,20
222,14,5,0,21
223,15,5,0,20
224,15,5,0,20
225,15,5,0,20
226,14,6,0,20
227,14,5,0,21
228,14,5,0,21
229,13,6,0,21
230,13,6,0,21
231,14,6,0,20
232,15,5,0,20
233,15,5,0,20
234,14,5,0,21
235,14,5,0,21
236,14,5,0,21
237,13,5,0,22
238,12,5,0,23
239,12,5,0,23
240,12,6,0,22
241,12,6,0,22
242,13,6,0,21
243,12,6,0,22
244,13,6,0,21
245,13,7,0,20
246,13,7,0,20
247,14,6,0,20
248,14,5,1,20
249,14,5,1,20
250,15,5,1,19
251,14,5,2,19
252,13,5,2,20
253,13,5,2,20
254,12,6,2,20
255,12,6,2,20
256,11,6,2,21
257,11,5,2,22
258,12,5,1,22
259,12,5,1,22
260,12,5,1,22
261,12,5,1,22
262,12,5,1,22
263,12,5,1,22
264,13,5,1,21
265,12,5,1,22
266,12,5,1,22
267,11,5,2,22
268,12,5,2,21
269,12,5,2,21
270,12,5,2,21
271,13,5,2,20
272,13,4,2,21
273,14,4,2,20
274,15,4,2,19
275,15,4,2,19
276,14,4,2,20
277,13,5,2,20
278,13,5,2,20
279,12,5,2,21
280,12,5,2,21
281,13,5,2,20
282,14,5,2,19
283,13,5,3,19
284,13,5,4,18
285,13,5,4,18
286,13,5,4,18
287,13,5,4,18
288,13,5,4,18
289,14,5,3,18
290,14,5,4,17
291,13,5,4,18
292,13,5,4,18
293,13,5,5,17
294,13,5,5,17
295,13,5,6,16
296,13,5,6,16
297,13,6,6,15
298,13,7,6,14
299,14,7,5,14
300,13,8,5,14
301,13,8,4,15
302,13,9,3,15
303,13,10,3,14
304,13,10,3,14
305,12,10,4,14
306,12,10,4,14
307,12,11,3,14
308,12,11,4,13
309,12,11,3,14
310,12,11,3,14
311,12,12,2,14
312,12,12,2,14
313,12,13,2,13
314,12,13,2,13
315,11,14,2,13
316,10,14,2,14
317,11,13,2,14
318,11,13,2,14
319,11,14,2,13
320,11,14,2,13
321,11,13,3,13
322,11,12,3,14
323,12,12,3,13
324,12,12,3,13
325,12,12,3,13
326,13,11,3,13
327,14,11,3,12
328,13,12,3,12
329,13,12,3,12
330,13,12,4,11
331,14,12,4,10
332,14,12,5,9
333,14,13,5,8
334,13,13,6,8
335,13,12,6,9
336,14,11,6,9
337,14,11,5,10
338,14,11,5,10
339,13,11,6,10
340,12,11,6,11
341,12,11,6,11
342,12,12,6,10
343,12,11,6,11
344,12,12,5,11
345,12,11,5,12
346,12,10,5,13
347,13,10,5,12
348,14,10,4,12
349,14,10,5,11
350,15,9,5,11
351,14,10,5,11
352,14,10,5,11
353,14,9,5,12
354,15,8,5,12
355,15,8,5,12
356,15,9,5,11
357,15,8,6,11
358,16,7,6,11
359,17,7,6,10
360,17,7,6,10
361,18,6,6,10
362,18,5,7,10
363,18,5,7,10
364,17,5,7,11
365,17,5,7,11
366,18,5,7,10
367,17,5,7,11
368,18,4,7,11
369,18,4,7,11
370,17,4,7,12
371,16,4,7,13
372,15,4,7,14
373,15,4,6,15
374,16,4,6,14
375,16,4,6,14
376,15,4,7,14
377,16,3,7,14
378,16,3,7,14
379,17,2,7,14
380,18,2,7,13
381,17,2,7,14
382,17,2,6,15
383,16,2,6,16
384,16,2,6,16
385,15,2,7,16
386,15,2,7,16
387,14,2,7,17
388,15,2,6,17
389,15,2,6,17
390,15,2,6,17
391,15,2,6,17
392,15,2,6,17
393,16,2,5,17
394,15,2,5,18
395,15,2,5,18
396,16,2,4,18
397,16,2,4,18
398,16,2,4,18
399,16,3,4,17
400,16,3,4,17
401,16,3,4,17
402,16,3,4,17
403,16,3,4,17
404,17,2,4,17
405,16,2,4,18
406,15,2,5,18
407,15,2,5,18
408,14,2,5,19
409,14,2,6,18
410,14,2,5,19
411,13,2,5,20
412,14,2,5,19
413,14,2,5,19
414,13,2,5,20
415,12,2,5,21
416,11,2,5,22
417,11,2,5,22
418,11,2,5,22
419,11,2,4,23
420,11,2,5,22
421,12,2,5,21
422,11,2,6,21
423,11,2,6,21
424,10,2,6,22
425,10,2,7,21
426,10,2,7,21
427,10,2,7,21
428,11,2,7,20
429,11,2,7,20
430,12,2,7,19
431,12,2,7,19
432,12,2,7,19
433,11,2,7,20
434,11,2,7,20
435,10,2,8,20
436,11,1,8,20
437,12,1,8,19
438,12,1,8,19
439,12,1,8,19
440,11,1,8,20
441,10,1,8,21
442,10,1,9,20
443,11,1,9,19
444,11,1,9,19
445,11,1,9,19
446,11,1,9,19
447,10,1,9,20
448,10,1,10,19
449,10,1,10,19
450,10,1,10,19
451,9,2,10,19
452,9,2,10,19
453,9,2,10,19
454,10,2,9,19
455,11,2,9,18
456,12,2,8,18
457,12,2,8,18
458,12,2,8,18
459,12,2,8,18
460,12,1,8,19
461,12,1,7,20
462,12,1,7,20
463,12,1,7,20
464,12,1,7,20
465,12,1,8,19
466,13,1,7,19
467,13,1,7,19
