,GTFT: 0.33,Defector,Tit For Tat,Cooperator
0,10,10,10,10
1,10,9,11,10
2,9,10,11,10
3,8,10,11,11
4,8,11,10,11
5,8,11,10,11
6,8,11,10,11
7,7,12,10,11
8,7,12,10,11
9,8,11,10,11
10,8,11,9,12
11,9,10,9,12
12,9,11,9,11
13,9,10,10,11
14,9,9,11,11
15,9,9,11,11
16,9,8,11,12
17,9,8,11,12
18,9,8,11,12
19,9,9,11,11
20,9,9,11,11
21,9,10,11,10
22,9,11,10,10
23,10,11,9,10
24,9,11,10,10
25,8,11,10,11
26,8,10,10,12
27,8,10,9,13
28,9,10,9,12
29,9,10,9,12
30,9,10,8,13
31,10,10,7,13
32,10,10,7,13
33,11,10,6,13
34,11,9,6,14
35,11,9,6,14
36,10,9,7,14
37,10,8,8,14
38,10,7,8,15
39,9,7,9,15
40,10,7,8,15
41,10,8,8,14
42,10,8,8,14
43,9,8,9,14
44,9,8,10,13
45,9,9,10,12
46,9,9,10,12
47,10,8,10,12
48,10,7,10,13
49,10,6,11,13
50,10,7,10,13
51,11,7,10,12
52,11,7,10,12
53,11,7,11,11
54,10,7,11,12
55,10,7,11,12
56,11,7,11,11
57,12,7,11,10
58,13,7,11,9
59,13,7,11,9
60,13,6,12,9
61,14,6,11,9
62,13,7,11,9
63,14,6,11,9
64,14,6,11,9
65,14,6,11,9
66,14,6,11,9
67,14,6,11,9
68,14,6,11,9
69,15,6,11,8
70,15,7,10,8
71,15,7,10,8
72,16,6,10,8
73,16,7,9,8
74,15,8,9,8
75,14,8,10,8
76,14,7,11,8
77,15,7,10,8
78,15,7,10,8
79,14,8,10,8
80,15,8,10,7
81,15,8,10,7
82,16,8,9,7
83,15,8,9,8
84,16,7,9,8
85,16,7,9,8
86,15,7,9,9
87,14,8,9,9
88,13,9,9,9
89,12,10,9,9
90,12,10,9,9
91,13,10,8,9
92,13,9,8,10
93,12,9,9,10
94,12,9,9,10
95,12,10,9,9
96,12,9,9,10
97,11,9,9,11
98,12,9,8,11
99,12,10,7,11
100,11,10,8,11
101,11,11,7,11
102,11,11,6,12
103,10,11,7,12
104,10,11,6,13
105,9,11,6,14
106,9,11,5,15
107,9,11,5,15
108,9,11,5,15
109,8,11,5,16
110,8,11,5,16
111,8,10,5,17
112,8,10,6,16
113,8,10,5,17
114,7,11,5,17
115,7,11,6,16
116,6,11,6,17
117,6,10,6,18
118,6,10,6,18
119,6,10,5,19
120,6,9,6,19
121,6,10,5,19
122,5,11,5,19
123,5,12,5,18
124,5,11,5,19
125,5,11,5,19
126,5,11,5,19
127,5,12,5,18
128,6,12,5,17
129,6,11,5,18
130,6,11,5,18
131,5,11,5,19
132,4,11,5,20
133,4,11,5,20
134,5,11,5,19
135,5,12,4,19
136,5,12,4,19
137,5,12,4,19
138,5,12,4,19
139,5,12,4,19
140,5,11,4,20
141,5,11,4,20
142,5,11,4,20
143,5,12,3,20
144,5,13,3,19
145,5,12,3,20
146,5,13,3,19
147,5,13,3,19
148,5,12,4,19
149,5,12,4,19
150,5,13,3,19
151,5,13,3,19
152,5,13,3,19
153,5,13,3,19
154,5,12,3,20
155,5,13,3,19
156,5,13,4,18
157,5,13,5,17
158,5,13,5,17
159,5,13,5,17
160,5,13,5,17
161,5,13,6,16
162,5,13,6,16
163,5,13,6,16
164,5,14,6,15
165,6,14,5,15
166,6,14,5,15
167,5,14,5,16
168,5,15,5,15
169,5,16,4,15
170,5,16,4,15
171,6,15,4,15
172,5,15,4,16
173,4,15,5,16
174,4,15,5,16
175,3,15,5,17
176,3,15,5,17
177,3,15,5,17
178,3,15,5,17
179,3,16,5,16
180,3,16,4,17
181,3,16,4,17
182,3,17,4,16
183,3,17,4,16
184,4,16,4,16
185,3,17,4,16
186,3,17,5,15
187,3,17,5,15
188,3,16,6,15
189,3,16,6,15
190,3,16,6,15
191,3,16,6,15
192,3,15,7,15
193,3,15,7,15
194,3,14,8,15
195,3,14,9,14
196,3,13,9,15
197,3,14,8,15
198,3,14,8,15
199,3,15,8,14
200,3,15,8,14
201,3,15,8,14
202,3,15,9,13
203,3,15,9,13
204,2,15,9,14
205,2,15,10,13
206,2,15,10,13
207,1,15,10,14
208,1,15,9,15
209,1,15,8,16
210,1,14,9,16
211,1,15,9,15
212,1,14,9,16
213,1,15,9,15
214,1,15,10,14
215,1,15,10,14
216,1,14,11,14
217,0,14,11,15
218,0,14,10,16
219,0,13,11,16
220,0,14,10,16
221,0,15,10,15
222,0,16,9,15
223,0,17,9,14
224,0,18,8,14
225,0,18,8,14
226,0,18,8,14
227,0,17,8,15
228,0,17,8,15
229,0,18,8,14
230,0,19,7,14
231,0,19,8,13
232,0,19,8,13
233,0,19,8,13
234,0,19,8,13
235,0,18,9,13
236,0,18,9,13
237,0,18,9,13
238,0,18,10,12
239,0,18,10,12
240,0,19,10,11
241,0,19,10,11
242,0,19,10,11
243,0,19,10,11
244,0,19,10,11
245,0,18,10,12
246,0,18,9,13
247,0,18,9,13
248,0,19,9,12
249,0,19,9,12
250,1,18,9,12
251,1,18,9,12
252,1,19,8,12
253,1,19,8,12
254,1,18,9,12
255,1,18,9,12
256,1,18,9,12
257,1,19,9,11
258,1,19,9,11
259,1,19,10,10
260,1,20,9,10
261,1,21,8,10
262,1,21,8,10
263,1,21,8,10
264,1,21,9,9
265,1,21,9,9
266,1,21,9,9
267,1,20,9,10
268,1,19,9,11
269,1,19,9,11
270,1,19,9,11
271,1,19,9,11
272,1,19,9,11
273,0,20,9,11
274,0,21,8,11
275,0,22,7,11
276,1,22,6,11
277,2,22,5,11
278,2,23,5,10
279,2,23,5,10
280,2,23,5,10
281,2,24,5,9
282,2,25,4,9
283,2,25,4,9
284,2,25,4,9
285,2,25,4,9
286,2,24,4,10
287,2,24,4,10
288,2,24,5,9
289,2,24,5,9
290,2,24,5,9
291,2,25,5,8
292,2,24,5,9
293,2,24,5,9
294,2,24,5,9
295,2,25,5,8
296,2,25,5,8
297,2,25,4,9
298,2,24,5,9
299,1,25,5,9
300,1,25,5,9
301,1,24,5,10
302,1,25,5,9
303,2,24,5,9
304,2,25,5,8
305,2,25,4,9
306,1,26,4,9
307,1,26,4,9
308,1,25,5,9
309,1,25,5,9
310,1,25,5,9
311,1,26,4,9
312,1,25,4,10
313,1,25,4,10
314,0,26,4,10
315,0,25,4,11
316,0,25,4,11
317,0,25,4,11
318,0,25,4,11
319,0,25,4,11
320,0,25,4,11
321,0,25,4,11
322,0,25,4,11
323,0,25,4,11
324,0,25,4,11
325,0,24,4,12
326,0,23,4,13
327,0,24,3,13
328,0,24,3,13
329,0,25,3,12
330,0,25,3,12
331,0,24,3,13
332,0,25,3,12
333,0,25,3,12
334,0,26,3,11
335,0,26,3,11
336,0,26,3,11
337,0,26,3,11
338,0,27,3,10
339,0,26,4,10
340,0,26,4,10
341,0,25,4,11
342,0,26,4,10
343,0,27,4,9
344,0,27,4,9
345,0,27,4,9
346,0,27,4,9
347,0,28,4,8
348,0,29,4,7
349,0,29,4,7
350,0,29,4,7
351,0,30,3,7
352,0,30,3,7
353,1,29,3,7
354,1,28,3,8
355,1,28,3,8
356,1,29,3,7
357,1,29,3,7
358,1,29,3,7
359,1,29,3,7
360,1,29,3,7
361,1,28,4,7
362,1,28,4,7
363,1,27,4,8
364,1,28,4,7
365,1,29,3,7
366,1,29,3,7
367,1,29,3,7
368,1,29,3,7
369,1,29,3,7
370,1,29,3,7
371,1,29,3,7
372,1,29,3,7
373,2,28,3,7
374,2,27,3,8
375,3,26,3,8
376,3,26,3,8
377,2,27,3,8
378,2,27,3,8
379,2,27,3,8
380,2,27,3,8
381,2,28,3,7
382,2,28,3,7
383,2,28,3,7
384,2,27,3,8
385,2,27,3,8
386,2,26,3,9
387,2,26,3,9
388,2,26,3,9
389,1,27,3,9
390,1,27,3,9
391,1,27,4,8
392,1,27,4,8
393,1,28,3,8
394,1,28,3,8
395,1,28,3,8
396,1,28,3,8
397,1,28,3,8
398,1,28,3,8
399,1,29,3,7
400,1,29,3,7
401,1,28,3,8
402,1,28,3,8
403,1,29,3,7
404,1,29,3,7
405,1,29,3,7
406,1,29,3,7
407,1,29,3,7
408,1,29,3,7
409,1,29,3,7
410,1,29,4,6
411,1,30,3,6
412,1,30,3,6
413,1,30,3,6
414,1,30,3,6
415,0,31,3,6
416,0,31,3,6
417,0,30,3,7
418,0,30,3,7
419,0,29,3,8
420,0,29,3,8
421,0,29,3,8
422,0,29,3,8
423,0,30,3,7
424,0,30,3,7
425,0,30,3,7
426,0,30,3,7
427,0,30,3,7
428,0,30,3,7
429,0,30,3,7
430,0,30,3,7
431,0,30,3,7
432,0,30,3,7
433,0,30,3,7
434,0,29,4,7
435,0,29,4,7
436,0,28,4,8
437,0,28,4,8
438,0,28,4,8
439,0,27,4,9
440,0,28,4,8
441,0,28,4,8
442,0,29,3,8
443,0,29,3,8
444,0,28,3,9
445,0,29,2,9
446,0,29,3,8
447,0,29,4,7
448,0,30,3,7
449,0,30,3,7
450,0,31,3,6
451,0,30,3,7
452,0,30,3,7
453,0,31,3,6
454,0,31,3,6
455,1,30,3,6
456,1,30,3,6
