,GTFT: 0.33,Cooperator,Tit For Tat,Defector
0,10,10,10,10
1,10,10,10,10
2,9,10,11,10
3,9,10,11,10
4,8,11,11,10
5,9,10,11,10
6,9,10,12,9
7,9,10,13,8
8,8,10,13,9
9,8,9,13,10
10,8,8,13,11
11,7,9,13,11
12,8,9,13,10
13,8,9,13,10
14,8,9,13,10
15,9,9,12,10
16,9,8,12,11
17,9,8,12,11
18,9,8,13,10
19,9,9,12,10
20,9,9,13,9
21,9,9,14,8
22,9,10,14,7
23,9,10,14,7
24,10,10,13,7
25,10,10,13,7
26,10,11,13,6
27,10,10,13,7
28,11,10,13,6
29,11,9,14,6
30,11,8,15,6
31,12,8,15,5
32,13,7,15,5
33,12,7,16,5
34,12,7,16,5
35,13,7,15,5
36,13,7,15,5
37,12,8,15,5
38,12,7,16,5
39,12,8,15,5
40,12,8,15,5
41,12,9,15,4
42,12,8,16,4
43,11,8,16,5
44,11,7,17,5
45,10,7,17,6
46,10,7,16,7
47,10,7,17,6
48,10,7,17,6
49,10,7,17,6
50,10,7,16,7
51,10,7,16,7
52,10,7,17,6
53,9,7,18,6
54,9,7,18,6
55,9,7,18,6
56,9,7,18,6
57,9,6,18,7
58,8,6,19,7
59,8,6,19,7
60,8,6,19,7
61,7,6,20,7
62,7,6,20,7
63,7,6,20,7
64,6,7,20,7
65,6,8,19,7
66,6,9,18,7
67,7,8,18,7
68,7,8,18,7
69,7,8,18,7
70,7,8,17,8
71,7,8,16,9
72,7,8,15,10
73,7,8,14,11
74,7,8,13,12
75,6,8,14,12
76,6,8,14,12
77,5,8,14,13
78,5,8,15,12
79,5,8,15,12
80,4,8,15,13
81,4,9,15,12
82,4,9,15,12
83,4,10,14,12
84,4,11,13,12
85,5,11,12,12
86,5,11,12,12
87,4,11,12,13
88,4,12,12,12
89,5,11,12,12
90,5,12,11,12
91,5,12,11,12
92,4,13,11,12
93,3,13,11,13
94,3,13,11,13
95,3,13,11,13
96,3,12,12,13
97,3,13,12,12
98,3,13,12,12
99,3,12,12,13
100,3,13,12,12
101,3,13,11,13
102,4,13,11,12
103,4,14,11,11
104,4,13,12,11
105,3,14,12,11
106,3,13,12,12
107,3,13,12,12
108,3,13,11,13
109,3,13,10,14
110,4,13,10,13
111,3,13,10,14
112,3,13,11,13
113,3,13,11,13
114,3,14,10,13
115,3,13,10,14
116,3,14,10,13
117,3,14,10,13
118,2,15,10,13
119,2,16,9,13
120,2,16,9,13
121,2,16,9,13
122,2,15,10,13
123,2,16,10,12
124,2,16,10,12
125,2,17,9,12
126,2,17,9,12
127,3,16,9,12
128,3,16,9,12
129,3,16,9,12
130,3,17,9,11
131,3,17,10,10
132,3,18,10,9
133,3,17,10,10
134,3,17,9,11
135,3,17,9,11
136,3,18,9,10
137,3,19,9,9
138,3,18,10,9
139,3,18,10,9
140,3,19,9,9
141,4,18,9,9
142,4,18,9,9
143,4,18,9,9
144,4,17,10,9
145,4,17,9,10
146,4,17,10,9
147,3,18,10,9
148,3,19,9,9
149,2,19,10,9
150,2,19,9,10
151,2,18,10,10
152,3,17,10,10
153,3,18,10,9
154,3,18,10,9
155,3,18,9,10
156,3,18,9,10
157,4,18,9,9
158,4,17,10,9
159,3,17,10,10
160,2,18,10,10
161,2,19,10,9
162,2,19,11,8
163,1,19,12,8
164,2,18,12,8
165,2,19,12,7
166,2,18,12,8
167,2,18,12,8
168,2,17,13,8
169,2,18,13,7
170,2,19,13,6
171,2,19,13,6
172,2,18,14,6
173,2,19,14,5
174,2,19,13,6
175,2,18,13,7
176,3,17,13,7
177,3,18,12,7
178,3,18,13,6
179,3,18,13,6
180,3,19,12,6
181,3,19,12,6
182,3,18,13,6
183,3,17,13,7
184,3,18,12,7
185,4,17,12,7
186,4,17,11,8
187,3,17,12,8
188,3,16,12,9
189,4,16,12,8
190,4,16,12,8
191,3,17,12,8
192,3,17,12,8
193,3,17,12,8
194,3,17,13,7
195,3,18,13,6
196,3,17,14,6
197,3,17,13,7
198,3,17,13,7
199,3,17,13,7
200,3,17,12,8
201,3,17,12,8
202,3,17,12,8
203,3,17,12,8
204,3,17,13,7
205,3,16,14,7
206,3,16,14,7
207,3,16,14,7
208,3,17,13,7
209,3,17,13,7
210,4,17,12,7
211,4,17,12,7
212,4,17,12,7
213,4,17,13,6
214,5,16,13,6
215,5,16,13,6
216,5,15,13,7
217,5,14,14,7
218,5,14,14,7
219,5,13,14,8
220,5,13,13,9
221,6,13,12,9
222,6,13,12,9
223,7,13,12,8
224,6,14,12,8
225,6,13,13,8
226,6,13,13,8
227,6,13,13,8
228,6,13,12,9
229,6,13,12,9
230,7,13,11,9
231,8,13,10,9
232,8,13,10,9
233,9,12,10,9
234,10,11,10,9
235,11,10,10,9
236,11,10,10,9
237,11,10,10,9
238,11,9,11,9
239,11,10,11,8
240,11,10,10,9
241,11,10,11,8
242,11,11,11,7
243,11,12,10,7
244,11,12,10,7
245,11,12,10,7
246,10,13,10,7
247,10,13,10,7
248,10,13,10,7
249,10,13,10,7
250,10,13,11,6
251,9,14,11,6
252,9,15,11,5
253,9,15,11,5
254,9,14,11,6
255,8,15,11,6
256,8,15,11,6
257,8,16,10,6
258,8,16,10,6
259,8,16,10,6
260,7,16,11,6
261,7,17,10,6
262,6,17,10,7
263,6,17,10,7
264,6,18,10,6
265,7,18,10,5
266,7,19,9,5
267,7,19,9,5
268,8,18,9,5
269,8,19,8,5
270,7,20,8,5
271,7,21,7,5
272,6,22,7,5
273,6,21,8,5
274,6,21,8,5
275,6,22,8,4
276,6,22,8,4
277,6,22,7,5
278,6,23,7,4
279,6,23,7,4
280,6,23,7,4
281,6,23,7,4
282,5,24,7,4
283,5,24,7,4
284,5,25,6,4
285,6,25,6,3
286,6,24,7,3
287,6,24,7,3
288,5,25,7,3
289,5,26,7,2
290,5,26,7,2
291,6,25,7,2
292,6,25,7,2
293,6,24,8,2
294,6,23,8,3
295,6,23,8,3
296,6,23,8,3
297,6,23,8,3
298,5,24,8,3
299,5,25,7,3
300,5,24,8,3
301,5,25,8,2
302,5,26,8,1
303,5,26,8,1
304,4,27,8,1
305,4,27,8,1
306,4,27,8,1
307,5,27,7,1
308,5,26,8,1
309,5,26,8,1
310,5,27,7,1
311,5,26,8,1
312,6,25,8,1
313,6,25,8,1
314,6,25,8,1
315,6,25,8,1
316,6,25,8,1
317,7,25,7,1
318,8,24,7,1
319,8,24,6,2
320,7,25,6,2
321,6,26,6,2
322,6,26,6,2
