,GTFT: 0.33,Defector,Tit For Tat,Cooperator
0,10,10,10,10
1,11,9,10,10
2,10,10,10,10
3,10,10,10,10
4,10,11,9,10
5,10,11,9,10
6,10,10,9,11
7,9,11,9,11
8,10,10,9,11
9,10,10,9,11
10,10,11,8,11
11,10,11,8,11
12,10,12,8,10
13,11,11,8,10
14,10,12,8,10
15,10,12,8,10
16,11,11,8,10
17,11,12,7,10
18,11,12,7,10
19,10,13,7,10
20,10,14,6,10
21,10,15,6,9
22,11,15,5,9
23,11,14,6,9
24,11,14,6,9
25,10,15,6,9
26,10,14,6,10
27,9,14,6,11
28,9,14,6,11
29,10,14,5,11
30,10,14,4,12
31,11,14,3,12
32,10,14,3,13
33,10,13,3,14
34,11,12,3,14
35,12,11,3,14
36,13,11,3,13
37,13,10,3,14
38,13,9,4,14
39,14,9,4,13
40,14,9,3,14
41,13,9,3,15
42,12,10,3,15
43,13,10,3,14
44,13,10,3,14
45,13,10,3,14
46,12,10,3,15
47,13,10,3,14
48,13,10,3,14
49,13,9,3,15
50,13,9,3,15
51,13,10,3,14
52,12,10,3,15
53,12,10,3,15
54,13,10,2,15
55,13,10,1,16
56,14,9,1,16
57,15,9,1,15
58,15,10,1,14
59,16,9,1,14
60,16,8,1,15
61,17,8,1,14
62,16,9,1,14
63,16,8,1,15
64,16,8,1,15
65,16,8,1,15
66,16,8,1,15
67,17,7,1,15
68,17,6,1,16
69,17,7,1,15
70,17,7,1,15
71,18,6,1,15
72,18,6,1,15
73,19,6,1,14
74,18,6,1,15
75,17,6,1,16
76,17,5,1,17
77,18,5,1,16
78,18,5,1,16
79,19,5,1,15
80,19,6,1,14
81,18,6,1,15
82,17,6,1,16
83,17,7,1,15
84,16,8,1,15
85,16,8,2,14
86,15,8,2,15
87,16,8,2,14
88,16,7,2,15
89,16,8,2,14
90,17,8,1,14
91,17,9,1,13
92,17,10,1,12
93,16,10,1,13
94,15,11,1,13
95,14,11,1,14
96,14,11,1,14
97,13,11,1,15
98,13,11,1,15
99,13,11,1,15
100,12,11,2,15
101,13,10,2,15
102,13,9,2,16
103,13,8,3,16
104,13,8,4,15
105,12,9,4,15
106,12,9,4,15
107,11,10,4,15
108,11,10,4,15
109,12,9,4,15
110,12,8,4,16
111,11,8,4,17
112,11,8,4,17
113,11,8,3,18
114,10,9,3,18
115,10,9,4,17
116,10,8,4,18
117,10,8,4,18
118,10,8,4,18
119,10,8,4,18
120,10,8,4,18
121,10,8,3,19
122,10,8,3,19
123,10,7,3,20
124,9,8,3,20
125,9,9,3,19
126,9,9,2,20
127,10,9,2,19
128,11,9,1,19
129,11,9,1,19
130,11,9,1,19
131,12,8,1,19
132,11,8,1,20
133,12,8,1,19
134,13,8,1,18
135,13,8,1,18
136,14,8,1,17
137,15,8,1,16
138,15,7,1,17
139,15,7,1,17
140,16,7,1,16
141,15,8,1,16
142,15,8,1,16
143,16,8,1,15
144,16,7,1,16
