,GTFT: 0.33,Defector,Tit For Tat,Cooperator
0,10,10,10,10
1,10,9,11,10
2,9,10,11,10
3,8,10,11,11
4,8,11,10,11
5,8,11,10,11
6,8,11,10,11
7,7,12,10,11
8,8,11,10,11
9,9,10,10,11
10,9,11,9,11
11,10,10,9,11
12,10,11,9,10
13,10,11,9,10
14,9,12,9,10
15,9,12,9,10
16,9,11,9,11
17,9,11,9,11
18,9,11,9,11
19,9,11,9,11
20,9,12,8,11
21,9,13,8,10
22,9,14,7,10
23,9,13,8,10
24,8,13,9,10
25,7,14,9,10
26,7,14,9,10
27,7,15,8,10
28,8,14,8,10
29,8,14,8,10
30,8,14,7,11
31,9,14,6,11
32,9,14,6,11
33,10,13,6,11
34,10,12,6,12
35,10,13,6,11
36,9,13,7,11
37,9,12,8,11
38,9,12,8,11
39,8,12,8,12
40,9,12,7,12
41,9,13,7,11
42,9,13,8,10
43,9,13,8,10
44,9,13,9,9
45,9,14,9,8
46,9,14,9,8
47,10,13,9,8
48,10,13,9,8
49,10,13,9,8
50,10,14,8,8
51,10,14,9,7
52,10,14,9,7
53,10,15,9,6
54,10,15,9,6
55,10,15,9,6
56,11,14,9,6
57,12,13,9,6
58,12,13,10,5
59,12,13,10,5
60,12,13,10,5
61,13,13,9,5
62,12,14,9,5
63,12,13,10,5
64,12,13,10,5
65,12,13,10,5
66,11,13,11,5
67,12,13,10,5
68,12,12,10,6
69,12,12,11,5
70,12,13,10,5
71,13,13,9,5
72,14,12,9,5
73,14,12,9,5
74,13,13,9,5
75,12,14,9,5
76,12,14,9,5
77,13,13,9,5
78,12,14,9,5
79,13,14,8,5
80,14,14,8,4
81,13,14,9,4
82,14,13,9,4
83,14,13,8,5
84,15,12,8,5
85,15,11,9,5
86,14,11,9,6
87,13,12,9,6
88,12,13,9,6
89,11,13,9,7
90,11,14,8,7
91,11,13,9,7
92,11,12,9,8
93,10,13,9,8
94,9,13,9,9
95,9,13,9,9
96,9,12,9,10
97,8,12,9,11
98,8,12,9,11
99,8,11,9,12
100,9,10,9,12
101,10,10,8,12
102,10,11,7,12
103,11,11,6,12
104,11,11,5,13
105,10,11,5,14
106,10,10,5,15
107,10,10,5,15
108,10,9,5,16
109,10,9,5,16
110,10,9,5,16
111,9,10,5,16
112,9,11,5,15
113,8,12,5,15
114,7,13,5,15
115,7,12,6,15
116,7,12,6,15
117,7,11,6,16
118,7,10,6,17
119,7,9,6,18
120,7,9,6,18
121,6,9,6,19
122,5,9,7,19
123,5,9,7,19
124,5,9,7,19
125,5,9,7,19
126,5,9,6,20
127,5,9,7,19
128,5,9,7,19
129,5,9,7,19
130,5,9,7,19
131,5,10,6,19
132,4,10,6,20
133,5,10,6,19
134,6,9,6,19
135,6,8,6,20
136,6,8,7,19
137,6,8,7,19
138,6,8,8,18
139,6,8,8,18
140,7,8,7,18
141,7,9,7,17
142,7,9,7,17
143,7,10,6,17
144,7,10,7,16
145,8,9,7,16
146,8,9,7,16
147,8,9,8,15
148,8,9,7,16
149,8,10,6,16
150,8,9,6,17
151,9,9,6,16
152,9,9,6,16
153,9,9,7,15
154,10,9,6,15
155,10,9,6,15
156,9,10,6,15
157,9,10,6,15
158,9,10,5,16
159,9,10,6,15
160,9,9,7,15
161,10,9,7,14
162,11,8,7,14
163,11,9,6,14
164,11,8,6,15
165,11,7,6,16
166,12,7,6,15
167,11,7,6,16
168,12,7,5,16
169,12,7,6,15
170,12,7,5,16
171,12,7,5,16
172,12,7,5,16
173,11,7,5,17
174,11,7,5,17
175,10,7,5,18
176,10,8,5,17
177,10,8,5,17
178,9,8,5,18
179,10,8,4,18
180,10,7,5,18
181,11,6,5,18
182,11,7,5,17
183,11,7,5,17
184,11,7,5,17
185,10,7,5,18
186,10,8,5,17
187,10,8,5,17
188,11,8,5,16
189,11,8,5,16
190,11,9,5,15
191,12,9,4,15
192,12,10,4,14
193,12,9,5,14
194,12,9,5,14
195,12,10,5,13
196,12,10,6,12
197,12,10,6,12
198,12,10,5,13
199,12,10,5,13
200,12,11,5,12
201,11,11,5,13
202,11,12,5,12
203,11,12,5,12
204,11,13,5,11
205,11,13,6,10
206,11,14,6,9
207,11,14,7,8
208,11,14,7,8
209,12,13,7,8
210,13,12,7,8
211,13,12,8,7
212,13,12,8,7
213,12,12,9,7
214,12,12,9,7
215,11,12,10,7
216,10,12,10,8
217,10,12,10,8
218,9,12,10,9
219,9,13,9,9
220,10,13,8,9
221,11,13,7,9
222,12,12,7,9
223,12,11,8,9
224,13,10,8,9
225,13,10,8,9
226,13,10,7,10
227,12,10,7,11
228,12,10,7,11
229,12,10,7,11
230,12,9,7,12
231,12,10,7,11
232,12,11,7,10
233,11,11,8,10
234,11,11,9,9
235,11,12,8,9
236,11,11,9,9
237,12,11,8,9
238,12,10,9,9
239,12,10,9,9
240,12,9,9,10
241,12,9,9,10
242,12,9,10,9
243,11,9,10,10
244,11,8,10,11
245,11,9,10,10
246,11,9,10,10
247,10,10,10,10
248,9,11,10,10
249,9,12,10,9
250,10,12,10,8
251,10,12,10,8
252,10,13,10,7
253,10,13,11,6
254,10,13,10,7
255,10,13,10,7
256,10,14,9,7
257,10,13,9,8
258,9,14,9,8
259,9,14,8,9
260,9,14,9,8
261,9,14,9,8
262,8,15,9,8
263,8,15,10,7
264,8,15,10,7
265,9,14,10,7
266,10,14,9,7
267,11,13,9,7
268,12,13,8,7
269,12,13,7,8
270,12,14,6,8
271,13,13,6,8
272,12,14,6,8
273,12,14,6,8
274,12,14,6,8
275,11,14,7,8
276,12,14,7,7
277,13,13,7,7
278,12,13,7,8
279,13,13,7,7
280,13,13,7,7
281,13,14,7,6
282,13,13,7,7
283,13,13,7,7
284,13,13,7,7
285,14,13,7,6
286,14,14,6,6
287,13,14,6,7
288,12,15,6,7
289,12,16,5,7
290,12,16,5,7
291,12,15,5,8
292,12,15,5,8
293,11,15,5,9
294,12,15,5,8
295,12,15,5,8
296,12,15,5,8
297,12,15,4,9
298,11,16,4,9
299,10,17,4,9
300,11,17,3,9
301,11,16,3,10
302,11,16,3,10
303,12,15,3,10
304,12,15,3,10
305,12,15,3,10
306,12,15,3,10
307,13,15,2,10
308,14,15,2,9
309,14,15,2,9
310,15,15,2,8
311,16,14,2,8
312,16,13,2,9
313,16,13,2,9
314,16,13,2,9
315,16,13,2,9
316,16,13,2,9
317,16,12,2,10
318,16,12,2,10
319,16,13,2,9
320,15,14,2,9
321,15,13,2,10
322,15,12,2,11
323,15,11,3,11
324,15,11,3,11
325,15,11,3,11
326,14,11,3,12
327,14,11,3,12
328,14,10,4,12
329,14,10,4,12
330,13,10,4,13
331,13,10,5,12
332,13,11,5,11
333,13,11,5,11
334,14,10,5,11
335,15,9,5,11
336,15,8,5,12
337,16,7,5,12
338,16,7,5,12
339,15,8,5,12
340,14,8,5,13
341,14,7,6,13
342,14,8,6,12
343,15,8,6,11
344,15,9,6,10
345,15,8,6,11
346,16,8,6,10
347,16,8,7,9
348,16,8,7,9
349,17,7,7,9
350,18,7,7,8
351,18,7,7,8
352,18,7,7,8
353,18,8,7,7
354,18,8,6,8
355,19,8,5,8
356,19,8,5,8
357,19,8,5,8
358,18,9,5,8
359,17,9,6,8
360,18,8,6,8
361,18,9,6,7
362,17,10,6,7
363,17,10,6,7
364,17,11,6,6
365,17,11,6,6
366,17,11,6,6
367,18,10,6,6
368,18,10,6,6
369,17,11,6,6
370,17,12,6,5
371,17,12,6,5
372,17,12,6,5
373,17,13,6,4
374,17,12,7,4
375,17,12,7,4
376,17,13,6,4
377,17,12,6,5
378,17,12,6,5
379,17,12,6,5
380,17,12,6,5
381,18,12,5,5
382,17,13,5,5
383,17,13,5,5
384,17,12,5,6
385,17,12,5,6
386,17,12,5,6
387,18,11,5,6
388,17,12,5,6
389,17,12,5,6
390,18,12,5,5
391,18,13,4,5
392,18,14,4,4
393,19,13,4,4
394,18,14,4,4
395,19,13,4,4
396,20,13,4,3
397,21,12,4,3
398,22,11,4,3
399,22,11,4,3
400,22,11,4,3
401,23,10,4,3
402,23,10,4,3
403,22,10,5,3
404,22,10,5,3
405,21,11,5,3
406,21,11,5,3
407,21,11,5,3
408,21,10,5,4
409,20,10,5,5
410,19,11,5,5
411,19,11,5,5
412,20,11,4,5
413,20,11,4,5
414,20,11,4,5
415,20,11,4,5
416,20,11,4,5
417,19,11,4,6
418,20,10,4,6
419,19,10,4,7
420,19,11,4,6
421,18,12,4,6
422,18,11,4,7
423,19,11,4,6
424,18,12,4,6
425,19,11,4,6
426,18,11,4,7
427,17,12,4,7
428,16,13,4,7
429,17,12,4,7
430,17,12,4,7
431,18,11,4,7
432,18,11,4,7
433,18,11,4,7
434,18,12,4,6
435,18,12,4,6
436,17,13,4,6
437,17,13,4,6
438,18,12,4,6
439,18,11,5,6
440,19,10,5,6
441,19,9,5,7
442,18,9,5,8
443,17,10,5,8
444,17,9,5,9
445,17,10,4,9
446,17,10,5,8
447,16,11,5,8
448,17,11,4,8
449,16,11,4,9
450,16,11,4,9
451,16,11,4,9
452,16,12,4,8
453,17,12,4,7
454,16,13,4,7
455,17,12,4,7
456,16,13,4,7
