,C,C,D,D
,C,D,D,C
1,4539,1949,1610,1802
2,4613,1932,1561,1794
3,4533,1952,1590,1825
4,4553,1908,1557,1882
5,4497,1973,1624,1806
6,4439,1996,1632,1833
