,C,D,C,D
,C,C,D,D
1,4557,1798,1935,1610
2,4666,1766,1936,1532
3,4644,1782,1963,1511
4,4637,1795,1927,1541
5,4855,1706,1890,1449
6,4722,1779,1902,1497
