,C,D,C,D
,D,C,C,D
1,1977,1899,4442,1582
2,1912,1849,4519,1620
3,1931,1818,4577,1574
4,1898,1911,4596,1495
5,1861,1833,4638,1568
6,1829,1864,4691,1516
