,C,C,D,D
,C,D,D,C
1,4576,1867,1621,1836
2,4532,1959,1566,1843
3,4536,1913,1587,1864
4,4440,1883,1631,1946
5,4366,1935,1624,1975
6,4461,1923,1634,1882
