,C,D,D,C
,C,C,D,D
1,30.0,10.0,9.0,7.0
2,38.0,9.0,5.0,4.0
3,40.0,9.0,1.0,6.0
4,47.0,5.0,,4.0
5,34.0,8.0,7.0,7.0
6,22.0,20.0,6.0,8.0
